time,indexfinger.X,indexfinger.Y,indexfinger.Z,hand.X,hand.Y,hand.Z,forearm.X,forearm.Y,forearm.Z,upperarm.X,upperarm.Y,upperarm.Z,rightShoulder.X,rightShoulder.Y,rightShoulder.Z,hmd.X,hmd.Y,hmd.Z,leftShoulder.X,leftShoulder.Y,leftShoulder.Z,indexfingerO.X,indexfingerO.Y,indexfingerO.Z,handO.X,handO.Y,handO.Z,forearmO.X,forearmO.Y,forearmO.Z,upperarmO.X,upperarmO.Y,upperarmO.Z,rightShoulderO.X,rightShoulderO.Y,rightShoulderO.Z,hmdO.X,hmdO.Y,hmdO.Z,leftShoulderO.X,leftShoulderO.Y,leftShoulderO.Z
0.0,-0.1310535,1.191012,-0.1003018,0.0504778,1.165822,-0.1563109,0.1847157,1.222697,-0.2583703,0.2374662,1.318625,-0.3453572,0.0714437,1.495716,-0.2921361,-0.0410488,1.734954,-0.161655,-0.1659154,1.47654,-0.2734368,-0.1106069,-0.6862487,-0.7046435,0.0480365,-0.2350965,-0.0654743,0.3991185,-0.250078,-0.3249227,0.5467977,0.354587,-0.2614365,0.1342348,-0.1466463,0.0086966,0.1747688,0.0681302,-0.0209903,-0.1080419,-0.3289495,-0.0323942
0.023,-0.1312748,1.190912,-0.1002172,0.0502452,1.16558,-0.1557033,0.1849185,1.222683,-0.2573845,0.2378473,1.318827,-0.3439007,0.0710658,1.495643,-0.2910517,-0.0411427,1.734827,-0.1612897,-0.1659238,1.476563,-0.2733119,-0.1112597,-0.6872378,-0.7039148,0.0494596,-0.2351758,-0.0658184,0.4004614,-0.251769,-0.3225127,0.5457072,0.3546472,-0.2613673,0.13553,-0.1489991,0.0103816,0.1742027,0.0675674,-0.0215668,-0.107301,-0.3302255,-0.0321504
0.046,-0.1314685,1.190463,-0.1001295,0.0503067,1.165643,-0.1552853,0.1849922,1.222988,-0.2566044,0.2380628,1.318957,-0.3431385,0.0710061,1.495726,-0.2904606,-0.0414104,1.734734,-0.1608847,-0.165964,1.476498,-0.2733207,-0.1098024,-0.6861188,-0.7051587,0.0470829,-0.2326833,-0.0662676,0.400852,-0.2521092,-0.3237711,0.5461262,0.3541912,-0.2600089,0.135797,-0.1489462,0.010999,0.1741597,0.067277,-0.0215912,-0.1065229,-0.3302147,-0.0328428
0.068,-0.13168,1.190552,-0.1001905,0.0502295,1.165725,-0.1547773,0.1852838,1.223001,-0.2558246,0.2383162,1.319222,-0.3423045,0.0710107,1.495683,-0.2897383,-0.0416472,1.73468,-0.1603674,-0.1662275,1.476432,-0.2729899,-0.1093254,-0.6863343,-0.7053358,0.0465221,-0.2309401,-0.0664044,0.4009519,-0.2536661,-0.3200343,0.5472838,0.352204,-0.2580071,0.1366015,-0.146832,0.0089289,0.1748636,0.0660867,-0.0212144,-0.1076119,-0.3304729,-0.0332893
0.091,-0.1317781,1.190569,-0.1000761,0.0502902,1.165756,-0.1545209,0.1853567,1.222992,-0.2553542,0.2385513,1.319367,-0.3417289,0.0709261,1.495642,-0.2891267,-0.0417508,1.734779,-0.1599628,-0.1663302,1.476454,-0.2729061,-0.1092388,-0.6863988,-0.7053246,0.0449502,-0.2297134,-0.0664668,0.4022722,-0.2531834,-0.32023,0.5480946,0.3514197,-0.2573311,0.1379512,-0.1481882,0.0093244,0.176043,0.0646871,-0.0215422,-0.1073477,-0.3311082,-0.0334534
0.113,-0.1320003,1.190527,-0.0999166,0.0502028,1.165844,-0.1542675,0.1852854,1.223279,-0.2548058,0.237955,1.319771,-0.3408372,0.0708808,1.495816,-0.2888956,-0.0420209,1.734684,-0.1596343,-0.1662521,1.476663,-0.2729468,-0.1086008,-0.6856868,-0.7062823,0.0451691,-0.2299533,-0.0674157,0.4016227,-0.2538742,-0.3219407,0.5481467,0.3538509,-0.2633405,0.1359674,-0.1455036,0.010244,0.1761148,0.0640056,-0.0216813,-0.1035561,-0.3322341,-0.0323414
0.136,-0.132118,1.190731,-0.0999304,0.050005,1.165779,-0.154017,0.185149,1.223547,-0.2545008,0.2380839,1.319834,-0.3403076,0.0707428,1.495865,-0.2885285,-0.0424133,1.734501,-0.1593732,-0.1662832,1.476684,-0.2728417,-0.1081016,-0.6869648,-0.7052455,0.0445403,-0.2297779,-0.0667819,0.4032258,-0.2539905,-0.3231715,0.5478283,0.353286,-0.2627138,0.1347959,-0.1464358,0.0103997,0.1756547,0.0639133,-0.0216502,-0.1029942,-0.3330598,-0.0323648
0.159,-0.1324942,1.190442,-0.0996818,0.0498114,1.165919,-0.1535603,0.1851238,1.223538,-0.2537163,0.238411,1.319628,-0.3397569,0.0706464,1.495765,-0.2878037,-0.0428506,1.734325,-0.1588933,-0.1664345,1.47666,-0.2726089,-0.1066027,-0.6862423,-0.7060675,0.0439526,-0.2281707,-0.0675849,0.4032478,-0.2549424,-0.3205224,0.5470693,0.3516373,-0.2588243,0.136811,-0.1470653,0.0100743,0.1758539,0.0628162,-0.0214992,-0.1041339,-0.3323799,-0.0322049
0.188,-0.1330213,1.190299,-0.0996171,0.049411,1.165729,-0.1531151,0.1848779,1.223404,-0.253212,0.2385978,1.319991,-0.3393653,0.0702611,1.495693,-0.2871916,-0.0432724,1.734438,-0.1584036,-0.1666813,1.476614,-0.2723583,-0.1049703,-0.6866947,-0.7058949,0.0444214,-0.2269301,-0.06692,0.4037968,-0.2555859,-0.3195041,0.552078,0.3478798,-0.2553863,0.1371334,-0.1455294,0.0094586,0.1759834,0.0617484,-0.0214396,-0.1030967,-0.3342004,-0.0323975
0.21,-0.1335095,1.189544,-0.0993938,0.0492573,1.165637,-0.1529543,0.1847265,1.223431,-0.2528215,0.2382915,1.319841,-0.3387368,0.070112,1.49535,-0.2864961,-0.0434463,1.734448,-0.1581593,-0.1669755,1.47652,-0.2722441,-0.1031389,-0.685468,-0.7069256,0.0445711,-0.2275475,-0.0668126,0.4041972,-0.2560596,-0.3195807,0.5496604,0.3501311,-0.2570219,0.1429136,-0.151086,0.0103737,0.175775,0.0613904,-0.0214947,-0.1034487,-0.3343473,-0.03267
