id,trueTarget.X,trueTarget.Y,trueTarget.Z
15,-1,0.49,1.5
34,-1,0.49,1.5
39,-1,0.49,1.5
73,-1,0.49,1.5
134,-1,0.49,1.5
30,-1,0.49,2.5
32,-1,0.49,2.5
51,-1,0.49,2.5
63,-1,0.49,2.5
104,-1,0.49,2.5
18,-1,0.49,3.5
31,-1,0.49,3.5
48,-1,0.49,3.5
87,-1,0.49,3.5
94,-1,0.49,3.5
53,-1,1.49,1.5
85,-1,1.49,1.5
90,-1,1.49,1.5
95,-1,1.49,1.5
116,-1,1.49,1.5
38,-1,1.49,2.5
46,-1,1.49,2.5
83,-1,1.49,2.5
92,-1,1.49,2.5
96,-1,1.49,2.5
24,-1,1.49,3.5
52,-1,1.49,3.5
67,-1,1.49,3.5
115,-1,1.49,3.5
118,-1,1.49,3.5
23,-1,2.49,1.5
50,-1,2.49,1.5
65,-1,2.49,1.5
74,-1,2.49,1.5
110,-1,2.49,1.5
26,-1,2.49,2.5
35,-1,2.49,2.5
36,-1,2.49,2.5
81,-1,2.49,2.5
105,-1,2.49,2.5
6,-1,2.49,3.5
14,-1,2.49,3.5
17,-1,2.49,3.5
59,-1,2.49,3.5
68,-1,2.49,3.5
3,0,0.49,1.5
45,0,0.49,1.5
72,0,0.49,1.5
113,0,0.49,1.5
123,0,0.49,1.5
41,0,0.49,2.5
47,0,0.49,2.5
76,0,0.49,2.5
84,0,0.49,2.5
86,0,0.49,2.5
12,0,0.49,3.5
49,0,0.49,3.5
93,0,0.49,3.5
102,0,0.49,3.5
111,0,0.49,3.5
4,0,1.49,1.5
97,0,1.49,1.5
112,0,1.49,1.5
126,0,1.49,1.5
129,0,1.49,1.5
7,0,1.49,2.5
19,0,1.49,2.5
44,0,1.49,2.5
106,0,1.49,2.5
119,0,1.49,2.5
21,0,1.49,3.5
88,0,1.49,3.5
107,0,1.49,3.5
117,0,1.49,3.5
121,0,1.49,3.5
8,0,2.49,1.5
20,0,2.49,1.5
27,0,2.49,1.5
99,0,2.49,1.5
109,0,2.49,1.5
5,0,2.49,2.5
55,0,2.49,2.5
82,0,2.49,2.5
91,0,2.49,2.5
103,0,2.49,2.5
57,0,2.49,3.5
71,0,2.49,3.5
77,0,2.49,3.5
130,0,2.49,3.5
132,0,2.49,3.5
60,1,0.49,1.5
98,1,0.49,1.5
122,1,0.49,1.5
127,1,0.49,1.5
131,1,0.49,1.5
22,1,0.49,2.5
64,1,0.49,2.5
100,1,0.49,2.5
125,1,0.49,2.5
133,1,0.49,2.5
9,1,0.49,3.5
58,1,0.49,3.5
62,1,0.49,3.5
66,1,0.49,3.5
128,1,0.49,3.5
2,1,1.49,1.5
10,1,1.49,1.5
13,1,1.49,1.5
61,1,1.49,1.5
75,1,1.49,1.5
16,1,1.49,2.5
37,1,1.49,2.5
40,1,1.49,2.5
70,1,1.49,2.5
101,1,1.49,2.5
0,1,1.49,3.5
29,1,1.49,3.5
79,1,1.49,3.5
114,1,1.49,3.5
120,1,1.49,3.5
25,1,2.49,1.5
33,1,2.49,1.5
43,1,2.49,1.5
69,1,2.49,1.5
78,1,2.49,1.5
42,1,2.49,2.5
54,1,2.49,2.5
80,1,2.49,2.5
89,1,2.49,2.5
108,1,2.49,2.5
1,1,2.49,3.5
11,1,2.49,3.5
28,1,2.49,3.5
56,1,2.49,3.5
124,1,2.49,3.5
