time,indexfinger.X,indexfinger.Y,indexfinger.Z,hand.X,hand.Y,hand.Z,forearm.X,forearm.Y,forearm.Z,upperarm.X,upperarm.Y,upperarm.Z,rightShoulder.X,rightShoulder.Y,rightShoulder.Z,hmd.X,hmd.Y,hmd.Z,leftShoulder.X,leftShoulder.Y,leftShoulder.Z,indexfingerO.X,indexfingerO.Y,indexfingerO.Z,handO.X,handO.Y,handO.Z,forearmO.X,forearmO.Y,forearmO.Z,upperarmO.X,upperarmO.Y,upperarmO.Z,rightShoulderO.X,rightShoulderO.Y,rightShoulderO.Z,hmdO.X,hmdO.Y,hmdO.Z,leftShoulderO.X,leftShoulderO.Y,leftShoulderO.Z
0.0,0.2677853,0.7147262,-0.0194942,0.2860527,0.917503,-0.0364416,0.2734487,1.038021,-0.0759045,0.2072898,1.292152,-0.1218934,0.1164279,1.458762,-0.0657713,-0.0187601,1.712211,0.1073681,-0.1613102,1.475,-0.0190928,0.1937736,-0.0977931,-0.7120964,-0.2768824,-0.423006,-0.6576852,0.5194033,0.3504497,-0.3697835,0.5323535,0.3173797,-0.3312321,0.1163613,-0.3447589,-0.0556635,-0.2283236,-0.01526,0.0007506,-0.2099587,-0.2723047,-0.1414665
4.199,0.9147912,1.533008,-0.0064865,0.7183433,1.573371,-0.039207,0.5941005,1.562186,-0.0753045,0.3299937,1.528271,-0.1067938,0.1090058,1.478194,-0.0575466,-0.0314863,1.718802,0.108378,-0.175649,1.474774,-0.0119631,-0.1448888,0.060231,-0.1571493,0.0531125,-0.75771,-0.6502787,-0.0999786,0.6032702,-0.0965391,0.017909,0.5706733,0.0635114,0.060112,-0.2733258,-0.1083883,-0.2105227,-0.0252571,0.001993,-0.2098001,-0.2838571,-0.1332472
7.8527,0.1415746,1.513056,0.6789167,0.1482837,1.532902,0.4761992,0.1684251,1.527606,0.352526,0.1612448,1.51379,0.0841315,0.0717404,1.493171,-0.0445179,-0.027069,1.728549,0.0629104,-0.1751049,1.47557,-0.061179,-0.0720208,-0.6096672,-0.18627,0.4697716,-0.6106662,-0.4383568,0.0222535,-0.063993,-0.1526451,0.0167386,-0.0731284,-0.0160503,-0.0347682,-0.057625,-0.1591147,-0.1849924,-0.0260788,0.0105214,-0.2145345,-0.3523679,-0.1363204
