id,trueTarget.X,trueTarget.Y,trueTarget.Z
36,-1,0.49,1.5
54,-1,0.49,1.5
89,-1,0.49,1.5
92,-1,0.49,1.5
114,-1,0.49,1.5
35,-1,0.49,2.5
60,-1,0.49,2.5
63,-1,0.49,2.5
73,-1,0.49,2.5
74,-1,0.49,2.5
70,-1,0.49,3.5
77,-1,0.49,3.5
81,-1,0.49,3.5
84,-1,0.49,3.5
124,-1,0.49,3.5
2,-1,1.49,1.5
42,-1,1.49,1.5
76,-1,1.49,1.5
103,-1,1.49,1.5
106,-1,1.49,1.5
14,-1,1.49,2.5
64,-1,1.49,2.5
68,-1,1.49,2.5
104,-1,1.49,2.5
107,-1,1.49,2.5
8,-1,1.49,3.5
61,-1,1.49,3.5
79,-1,1.49,3.5
93,-1,1.49,3.5
123,-1,1.49,3.5
11,-1,2.49,1.5
12,-1,2.49,1.5
45,-1,2.49,1.5
59,-1,2.49,1.5
78,-1,2.49,1.5
41,-1,2.49,2.5
62,-1,2.49,2.5
97,-1,2.49,2.5
108,-1,2.49,2.5
131,-1,2.49,2.5
49,-1,2.49,3.5
66,-1,2.49,3.5
88,-1,2.49,3.5
102,-1,2.49,3.5
127,-1,2.49,3.5
17,0,0.49,1.5
90,0,0.49,1.5
91,0,0.49,1.5
111,0,0.49,1.5
117,0,0.49,1.5
33,0,0.49,2.5
82,0,0.49,2.5
86,0,0.49,2.5
115,0,0.49,2.5
122,0,0.49,2.5
27,0,0.49,3.5
30,0,0.49,3.5
34,0,0.49,3.5
44,0,0.49,3.5
71,0,0.49,3.5
48,0,1.49,1.5
105,0,1.49,1.5
112,0,1.49,1.5
125,0,1.49,1.5
133,0,1.49,1.5
3,0,1.49,2.5
9,0,1.49,2.5
29,0,1.49,2.5
38,0,1.49,2.5
72,0,1.49,2.5
19,0,1.49,3.5
24,0,1.49,3.5
26,0,1.49,3.5
37,0,1.49,3.5
129,0,1.49,3.5
18,0,2.49,1.5
53,0,2.49,1.5
58,0,2.49,1.5
119,0,2.49,1.5
130,0,2.49,1.5
4,0,2.49,2.5
7,0,2.49,2.5
15,0,2.49,2.5
28,0,2.49,2.5
85,0,2.49,2.5
16,0,2.49,3.5
31,0,2.49,3.5
75,0,2.49,3.5
101,0,2.49,3.5
116,0,2.49,3.5
1,1,0.49,1.5
22,1,0.49,1.5
39,1,0.49,1.5
83,1,0.49,1.5
134,1,0.49,1.5
65,1,0.49,2.5
98,1,0.49,2.5
99,1,0.49,2.5
100,1,0.49,2.5
121,1,0.49,2.5
6,1,0.49,3.5
13,1,0.49,3.5
25,1,0.49,3.5
94,1,0.49,3.5
109,1,0.49,3.5
10,1,1.49,1.5
23,1,1.49,1.5
43,1,1.49,1.5
56,1,1.49,1.5
132,1,1.49,1.5
46,1,1.49,2.5
80,1,1.49,2.5
95,1,1.49,2.5
96,1,1.49,2.5
126,1,1.49,2.5
5,1,1.49,3.5
50,1,1.49,3.5
87,1,1.49,3.5
120,1,1.49,3.5
128,1,1.49,3.5
20,1,2.49,1.5
51,1,2.49,1.5
55,1,2.49,1.5
67,1,2.49,1.5
69,1,2.49,1.5
21,1,2.49,2.5
40,1,2.49,2.5
47,1,2.49,2.5
52,1,2.49,2.5
110,1,2.49,2.5
0,1,2.49,3.5
32,1,2.49,3.5
57,1,2.49,3.5
113,1,2.49,3.5
118,1,2.49,3.5
