time,indexfinger.X,indexfinger.Y,indexfinger.Z,hand.X,hand.Y,hand.Z,forearm.X,forearm.Y,forearm.Z,upperarm.X,upperarm.Y,upperarm.Z,rightShoulder.X,rightShoulder.Y,rightShoulder.Z,hmd.X,hmd.Y,hmd.Z,leftShoulder.X,leftShoulder.Y,leftShoulder.Z,indexfingerO.X,indexfingerO.Y,indexfingerO.Z,handO.X,handO.Y,handO.Z,forearmO.X,forearmO.Y,forearmO.Z,upperarmO.X,upperarmO.Y,upperarmO.Z,rightShoulderO.X,rightShoulderO.Y,rightShoulderO.Z,hmdO.X,hmdO.Y,hmdO.Z,leftShoulderO.X,leftShoulderO.Y,leftShoulderO.Z
0.0,-0.2154412,1.033753,-0.0845279,-0.0457799,1.079683,-0.1543309,0.0478488,1.087276,-0.257658,0.0875348,1.207212,-0.3503648,-0.0300691,1.337078,-0.2867101,-0.1403473,1.555202,-0.1738168,-0.2685179,1.323455,-0.2389104,0.0831867,0.5076391,0.8144726,0.0138603,0.233911,0.302685,-0.3672703,0.1494388,0.6709548,0.521498,0.4410795,-0.3553163,0.0758377,-0.1909004,-0.0188568,0.1160407,0.055336,0.0150156,0.0832033,0.1514971,0.0712484
0.023,-0.2148881,1.0347537,-0.0827253,-0.0458446,1.079669,-0.1542959,0.0475221,1.08612,-0.257797,0.0872507,1.206857,-0.3511924,-0.0300039,1.336905,-0.2871,-0.1400187,1.555005,-0.174412,-0.268505,1.323639,-0.2386182,0.0906299,0.5042317,0.8164482,0.0131043,0.2350704,0.3026287,-0.3629919,0.1481832,0.6689079,0.522982,0.4399543,-0.3552396,0.0769652,-0.192174,-0.0170261,0.1127813,0.0565472,0.0151668,0.0829902,0.1508399,0.070911
0.043,-0.2144308,1.0345313,-0.0827277,-0.0459316,1.079644,-0.1543487,0.0473624,1.086408,-0.2580412,0.0868046,1.206523,-0.3515453,-0.0300404,1.336659,-0.2871612,-0.1400555,1.554923,-0.1745958,-0.2685322,1.323692,-0.2384599,0.0934585,0.5065103,0.8143679,0.0125533,0.2361282,0.3028006,-0.3628021,0.1491754,0.6710678,0.5209875,0.4420174,-0.3567751,0.0778775,-0.1942632,-0.0172204,0.1103288,0.0577869,0.0149728,0.0831136,0.1501648,0.0716499
0.065,-0.215096,1.0342684,-0.0818828,-0.0459726,1.079901,-0.1541998,0.0479211,1.087608,-0.2567805,0.0867943,1.20619,-0.3521786,-0.0300031,1.336685,-0.2874785,-0.1398379,1.555937,-0.1747984,-0.2684501,1.323776,-0.2382918,0.0915987,0.505815,0.8142985,0.0132991,0.2349761,0.3031816,-0.3464168,0.1497977,0.6779376,0.5223196,0.4393452,-0.3548784,0.0767731,-0.1956661,-0.0169794,0.1116931,0.0583538,0.0152118,0.0827402,0.1494084,0.0711636
0.087,-0.2144906,1.0344996,-0.0823817,-0.0461254,1.079983,-0.1543276,0.0469908,1.086338,-0.2582099,0.0866027,1.206003,-0.3522518,-0.030169,1.336543,-0.2875712,-0.1392883,1.555741,-0.1752319,-0.2685917,1.323814,-0.2380397,0.0921981,0.5011798,0.8171469,0.0117805,0.2363997,0.3033714,-0.3593886,0.1497038,0.6715095,0.5210699,0.4405622,-0.3565833,0.0778703,-0.1967233,-0.0151823,0.1097586,0.0577517,0.013743,0.0844687,0.1490205,0.0722429
0.112,-0.2147534,1.0344187,-0.0821361,-0.0461015,1.080023,-0.1544432,0.047015,1.086053,-0.2582753,0.0866321,1.205994,-0.3523356,-0.0301958,1.336586,-0.2876599,-0.1391781,1.55592,-0.1754416,-0.268581,1.323859,-0.2380042,0.0923103,0.5027101,0.8161933,0.0120224,0.2364671,0.3042108,-0.359242,0.150708,0.6698635,0.5212891,0.4403462,-0.356547,0.0774504,-0.1965875,-0.0149973,0.1090565,0.0581566,0.0138153,0.0844604,0.1490649,0.072363
0.132,-0.2147672,1.0347401,-0.0821844,-0.0461082,1.079851,-0.1543966,0.0469249,1.085849,-0.2583134,0.0866509,1.205958,-0.3523842,-0.0302667,1.336589,-0.2876737,-0.1390289,1.555922,-0.1756699,-0.268582,1.323922,-0.2380014,0.0930531,0.5036631,0.8159903,0.0121088,0.2362152,0.3029684,-0.3599654,0.1502189,0.6690086,0.5217186,0.4398344,-0.3565758,0.0789029,-0.1972881,-0.0134157,0.1082986,0.058555,0.0143116,0.0844013,0.148965,0.0725803
0.154,-0.2144782,1.0349949,-0.0821929,-0.046079,1.079797,-0.154356,0.0469422,1.085826,-0.2582694,0.0865559,1.205862,-0.352233,-0.0302665,1.336579,-0.2876959,-0.1389737,1.555848,-0.1758288,-0.2685752,1.324032,-0.2380195,0.0947735,0.50012,0.8182663,0.0127685,0.2358682,0.3023527,-0.3609313,0.1506211,0.6696081,0.5218973,0.4392382,-0.3574711,0.0774341,-0.1967278,-0.014499,0.1066205,0.0584954,0.0141606,0.0839838,0.1496371,0.0728655
0.176,-0.2145341,1.0346658,-0.0821093,-0.046231,1.079682,-0.1542705,0.0455601,1.085216,-0.2548023,0.0866444,1.205674,-0.3520541,-0.0303343,1.336358,-0.2876517,-0.1391716,1.55617,-0.1759457,-0.268548,1.32401,-0.2380309,0.0939232,0.4992,0.8184801,0.0136275,0.2361353,0.302692,-0.3153288,0.16236,0.6834466,0.5221167,0.4387551,-0.3559005,0.0793441,-0.1969082,-0.0137986,0.1063916,0.059683,0.0144149,0.0840601,0.1490657,0.0726877
0.198,-0.2149732,1.0340451,-0.0821805,-0.0463422,1.079451,-0.1541122,0.0469644,1.085656,-0.2576427,0.0866209,1.205656,-0.3516411,-0.0303806,1.336307,-0.2876403,-0.1394048,1.556339,-0.1759837,-0.2686126,1.324027,-0.238067,0.0923174,0.5060653,0.8144677,0.0145465,0.2359811,0.3034291,-0.3608798,0.150975,0.6731946,0.5219578,0.4379462,-0.3565539,0.0792283,-0.1961436,-0.0134803,0.1057466,0.0600521,0.014495,0.0834111,0.1497109,0.0734565
0.222,-0.215228,1.033583,-0.0821415,-0.0464137,1.079036,-0.1538631,0.0468883,1.085594,-0.2574281,0.0865715,1.205582,-0.3513712,-0.0303048,1.336471,-0.2875916,-0.1392307,1.556098,-0.176135,-0.2686221,1.324019,-0.2381309,0.0915458,0.5056769,0.8145778,0.0161041,0.2345614,0.3024241,-0.3605497,0.1522617,0.672911,0.5219514,0.4385461,-0.3564981,0.0777925,-0.1953512,-0.0141064,0.1041359,0.0594913,0.0140809,0.0838778,0.1496766,0.0735839
0.243,-0.2155296,1.0330811,-0.0821021,-0.0466238,1.078821,-0.1537795,0.0468153,1.08537,-0.2571985,0.0865872,1.205507,-0.3511277,-0.0303269,1.336475,-0.2875596,-0.1391966,1.556806,-0.176081,-0.2686152,1.32399,-0.2381517,0.0912726,0.5029788,0.8154105,0.0175082,0.2336854,0.3022647,-0.3609631,0.1522944,0.6721767,0.5224019,0.4377586,-0.3562501,0.0774441,-0.1943245,-0.0140627,0.106187,0.0582254,0.0149009,0.0833934,0.1503131,0.0732406
0.265,-0.215077,1.0322926,-0.0823952,-0.0469416,1.079049,-0.1535368,0.046967,1.08592,-0.2566595,0.0868016,1.205302,-0.35077,-0.0303623,1.336337,-0.2874986,-0.1395368,1.557244,-0.1759674,-0.2686529,1.324059,-0.2382547,0.0923017,0.4884894,0.8226513,0.0182096,0.2246084,0.3014088,-0.364119,0.1514681,0.6762314,0.5224547,0.4369494,-0.35467,0.0766214,-0.1931928,-0.0127087,0.1066908,0.0588698,0.0137538,0.0834325,0.150597,0.0738416
