id,trueTarget.X,trueTarget.Y,trueTarget.Z
12,-1,0.49,1.5
18,-1,0.49,1.5
59,-1,0.49,1.5
94,-1,0.49,1.5
109,-1,0.49,1.5
72,-1,0.49,2.5
82,-1,0.49,2.5
89,-1,0.49,2.5
101,-1,0.49,2.5
123,-1,0.49,2.5
21,-1,0.49,3.5
36,-1,0.49,3.5
96,-1,0.49,3.5
106,-1,0.49,3.5
128,-1,0.49,3.5
1,-1,1.49,1.5
9,-1,1.49,1.5
45,-1,1.49,1.5
57,-1,1.49,1.5
116,-1,1.49,1.5
0,-1,1.49,2.5
4,-1,1.49,2.5
22,-1,1.49,2.5
44,-1,1.49,2.5
131,-1,1.49,2.5
29,-1,1.49,3.5
46,-1,1.49,3.5
65,-1,1.49,3.5
111,-1,1.49,3.5
124,-1,1.49,3.5
26,-1,2.49,1.5
49,-1,2.49,1.5
95,-1,2.49,1.5
99,-1,2.49,1.5
122,-1,2.49,1.5
41,-1,2.49,2.5
61,-1,2.49,2.5
93,-1,2.49,2.5
125,-1,2.49,2.5
129,-1,2.49,2.5
6,-1,2.49,3.5
13,-1,2.49,3.5
25,-1,2.49,3.5
81,-1,2.49,3.5
119,-1,2.49,3.5
37,0,0.49,1.5
56,0,0.49,1.5
63,0,0.49,1.5
76,0,0.49,1.5
118,0,0.49,1.5
8,0,0.49,2.5
23,0,0.49,2.5
42,0,0.49,2.5
105,0,0.49,2.5
107,0,0.49,2.5
10,0,0.49,3.5
34,0,0.49,3.5
67,0,0.49,3.5
71,0,0.49,3.5
130,0,0.49,3.5
2,0,1.49,1.5
27,0,1.49,1.5
38,0,1.49,1.5
52,0,1.49,1.5
80,0,1.49,1.5
50,0,1.49,2.5
55,0,1.49,2.5
91,0,1.49,2.5
114,0,1.49,2.5
132,0,1.49,2.5
66,0,1.49,3.5
69,0,1.49,3.5
97,0,1.49,3.5
108,0,1.49,3.5
121,0,1.49,3.5
14,0,2.49,1.5
53,0,2.49,1.5
77,0,2.49,1.5
92,0,2.49,1.5
113,0,2.49,1.5
64,0,2.49,2.5
73,0,2.49,2.5
87,0,2.49,2.5
90,0,2.49,2.5
102,0,2.49,2.5
15,0,2.49,3.5
47,0,2.49,3.5
60,0,2.49,3.5
78,0,2.49,3.5
115,0,2.49,3.5
3,1,0.49,1.5
19,1,0.49,1.5
35,1,0.49,1.5
54,1,0.49,1.5
75,1,0.49,1.5
51,1,0.49,2.5
84,1,0.49,2.5
86,1,0.49,2.5
110,1,0.49,2.5
112,1,0.49,2.5
5,1,0.49,3.5
17,1,0.49,3.5
31,1,0.49,3.5
40,1,0.49,3.5
117,1,0.49,3.5
11,1,1.49,1.5
28,1,1.49,1.5
32,1,1.49,1.5
62,1,1.49,1.5
100,1,1.49,1.5
7,1,1.49,2.5
33,1,1.49,2.5
48,1,1.49,2.5
68,1,1.49,2.5
88,1,1.49,2.5
43,1,1.49,3.5
74,1,1.49,3.5
79,1,1.49,3.5
120,1,1.49,3.5
127,1,1.49,3.5
16,1,2.49,1.5
20,1,2.49,1.5
83,1,2.49,1.5
104,1,2.49,1.5
133,1,2.49,1.5
39,1,2.49,2.5
58,1,2.49,2.5
70,1,2.49,2.5
103,1,2.49,2.5
126,1,2.49,2.5
24,1,2.49,3.5
30,1,2.49,3.5
85,1,2.49,3.5
98,1,2.49,3.5
134,1,2.49,3.5
