time,indexfinger.X,indexfinger.Y,indexfinger.Z,hand.X,hand.Y,hand.Z,forearm.X,forearm.Y,forearm.Z,upperarm.X,upperarm.Y,upperarm.Z,rightShoulder.X,rightShoulder.Y,rightShoulder.Z,hmd.X,hmd.Y,hmd.Z,leftShoulder.X,leftShoulder.Y,leftShoulder.Z,indexfingerO.X,indexfingerO.Y,indexfingerO.Z,handO.X,handO.Y,handO.Z,forearmO.X,forearmO.Y,forearmO.Z,upperarmO.X,upperarmO.Y,upperarmO.Z,rightShoulderO.X,rightShoulderO.Y,rightShoulderO.Z,hmdO.X,hmdO.Y,hmdO.Z,leftShoulderO.X,leftShoulderO.Y,leftShoulderO.Z
0.0,-0.0365846,1.089301,-0.275374,0.1150877,1.048023,-0.2260816,0.2419192,1.098703,-0.3007359,0.3011234,1.202512,-0.3729063,0.1514951,1.31732,-0.3372289,0.0293791,1.576478,-0.2627575,-0.0912598,1.310718,-0.3791777,-0.4313294,0.3538226,0.7525426,-0.0867797,-0.3220734,-0.0309444,-0.4275818,0.2752644,0.4406585,-0.6010854,-0.3233333,0.2156509,-0.0690864,0.1137248,0.0093844,-0.0229218,-0.0059226,0.01152,-0.0245705,-0.5468901,-0.0643212
0.022,-0.036641,1.088251,-0.2754246,0.1151973,1.047049,-0.2263519,0.2422484,1.098259,-0.3010314,0.3007117,1.201216,-0.37312,0.1518667,1.317034,-0.3371408,0.0303562,1.576318,-0.2626771,-0.0910959,1.310732,-0.3789941,-0.4287765,0.3616227,0.7493792,-0.0853803,-0.321575,-0.0325385,-0.4260483,0.2780136,0.44006,-0.5941092,-0.3312583,0.2197375,-0.0708613,0.1160371,0.0105034,-0.0210693,-0.0040962,0.0095396,-0.0264056,-0.5455351,-0.0642986
0.052,-0.0370374,1.087157,-0.2752915,0.1152646,1.04626,-0.2264748,0.2422282,1.09759,-0.3009873,0.3005703,1.201023,-0.3731716,0.152107,1.316907,-0.3370582,0.0313414,1.576009,-0.2624492,-0.0905562,1.310764,-0.3786728,-0.4270217,0.3644491,0.7497799,-0.0879628,-0.3180188,-0.0353276,-0.425235,0.277962,0.443734,-0.5963341,-0.3309919,0.2220114,-0.0709554,0.1153056,0.0097563,-0.0217647,-0.0024106,0.0090092,-0.024705,-0.5476167,-0.0639629
0.074,-0.0372227,1.085817,-0.2757457,0.1149568,1.045364,-0.2259657,0.2422292,1.096308,-0.3010362,0.301091,1.201029,-0.3732037,0.1525218,1.316541,-0.3368348,0.0320505,1.575898,-0.2623927,-0.0905654,1.310564,-0.3786959,-0.4281215,0.3627178,0.750136,-0.0872066,-0.3170713,-0.0349975,-0.4283868,0.2739474,0.4423346,-0.6017265,-0.3254298,0.2205581,-0.069878,0.1146161,0.0078065,-0.0225947,-0.000614,0.0083557,-0.0261503,-0.5454604,-0.0642555
0.097,-0.0368132,1.085267,-0.2759673,0.1146954,1.045249,-0.2255966,0.2420185,1.096808,-0.300987,0.3006517,1.199936,-0.3732771,0.1528327,1.316397,-0.3368955,0.0323604,1.576006,-0.2622388,-0.0904251,1.310539,-0.3787029,-0.4364693,0.351874,0.7512609,-0.0901811,-0.3161241,-0.0363344,-0.4279485,0.2750328,0.4471161,-0.5956604,-0.3293459,0.2218952,-0.0690835,0.1121706,0.0088491,-0.0234827,0.00019,0.0071346,-0.0265992,-0.5457869,-0.0639335
0.12,-0.0364317,1.085285,-0.2759177,0.1147185,1.044626,-0.2252092,0.2419564,1.095594,-0.3012091,0.3002014,1.199439,-0.3732193,0.1527517,1.31633,-0.3366529,0.0326818,1.576064,-0.2622368,-0.0908203,1.310719,-0.3785748,-0.4359039,0.3474272,0.7514901,-0.0881358,-0.3161536,-0.0377831,-0.4247344,0.2779406,0.4388602,-0.5936809,-0.3313668,0.2253371,-0.0692497,0.1128773,0.0080499,-0.0250421,0.001195,0.0069086,-0.0256386,-0.5404287,-0.0661612
0.141,-0.0365303,1.084713,-0.275557,0.1146273,1.044961,-0.2247742,0.2418784,1.095225,-0.3011864,0.2998763,1.199088,-0.3728291,0.152764,1.31628,-0.3362816,0.0330363,1.576457,-0.2623519,-0.0907688,1.310806,-0.3785317,-0.4375961,0.3468542,0.7528073,-0.0903708,-0.3160607,-0.0396769,-0.422998,0.2779805,0.4392138,-0.5912534,-0.3348256,0.2290994,-0.0700534,0.1131526,0.0063403,-0.0244201,0.001279,0.0066087,-0.0252306,-0.5398553,-0.066291
0.163,-0.036214,1.08504,-0.2752322,0.1147894,1.044978,-0.2243075,0.2418633,1.095194,-0.3009299,0.2996248,1.198569,-0.3728018,0.1529743,1.31603,-0.3362098,0.0334991,1.576704,-0.2623169,-0.0901849,1.310702,-0.3784149,-0.4399154,0.3457076,0.7512814,-0.0904147,-0.3148286,-0.0401247,-0.4222808,0.277962,0.4410391,-0.5902759,-0.3370143,0.2318153,-0.0701781,0.1122395,0.0068786,-0.0253501,0.0010042,0.006296,-0.0253759,-0.5460511,-0.0644011
0.185,-0.0359734,1.08514,-0.2740028,0.1148913,1.044844,-0.2233256,0.2418387,1.095441,-0.3002339,0.2995358,1.198305,-0.3726836,0.1530772,1.31597,-0.3357144,0.0339704,1.577101,-0.2623903,-0.0906345,1.310805,-0.3783939,-0.4364634,0.3563897,0.7454962,-0.0911644,-0.316191,-0.0386865,-0.4253306,0.2729241,0.4486431,-0.5908622,-0.3365369,0.2323899,-0.0718568,0.1133206,0.0067747,-0.0257597,0.0009251,0.0058152,-0.0252227,-0.5401039,-0.0669438
0.208,-0.0362364,1.085618,-0.2727701,0.1149682,1.044841,-0.2228994,0.2420694,1.095094,-0.2996307,0.2997114,1.198177,-0.3724753,0.1530385,1.315938,-0.3354299,0.0341634,1.577267,-0.2622857,-0.0903575,1.310927,-0.3783855,-0.4323674,0.3577026,0.7465597,-0.0935442,-0.3169268,-0.0386319,-0.4210467,0.2748799,0.4439076,-0.5919355,-0.3367046,0.2329728,-0.073062,0.114096,0.0064294,-0.0269153,0.0013293,0.0054448,-0.0235833,-0.5408201,-0.0665074
