time,indexfinger.X,indexfinger.Y,indexfinger.Z,hand.X,hand.Y,hand.Z,forearm.X,forearm.Y,forearm.Z,upperarm.X,upperarm.Y,upperarm.Z,rightShoulder.X,rightShoulder.Y,rightShoulder.Z,hmd.X,hmd.Y,hmd.Z,leftShoulder.X,leftShoulder.Y,leftShoulder.Z,indexfingerO.X,indexfingerO.Y,indexfingerO.Z,handO.X,handO.Y,handO.Z,forearmO.X,forearmO.Y,forearmO.Z,upperarmO.X,upperarmO.Y,upperarmO.Z,rightShoulderO.X,rightShoulderO.Y,rightShoulderO.Z,hmdO.X,hmdO.Y,hmdO.Z,leftShoulderO.X,leftShoulderO.Y,leftShoulderO.Z
0.0,-0.0456742,1.147739,0.0304721,0.1499829,1.210105,0.0480373,0.2546007,1.247097,-0.0799705,0.2861307,1.369821,-0.1977638,0.1206031,1.507305,-0.1064898,0.0027603,1.786725,0.021821,-0.1402479,1.516065,-0.06013,-0.2885313,0.7788546,0.5458918,0.187928,-0.2438295,-0.2305294,0.3043006,-0.1883791,-0.4416495,0.5063256,0.5054892,-0.2906294,-0.0802745,0.2297473,0.1335012,0.0810446,0.0452584,0.0001482,0.1605268,0.2168675,0.1267562
0.022,-0.0463326,1.147252,0.0302711,0.1492653,1.209982,0.0478725,0.2541038,1.246595,-0.0800478,0.2858668,1.369835,-0.197797,0.1202428,1.50723,-0.1069122,0.0024081,1.789481,0.0201139,-0.1410032,1.516137,-0.0607976,-0.2890226,0.7771143,0.5471622,0.1901562,-0.243998,-0.231277,0.3004776,-0.1908566,-0.4363562,0.5073487,0.5048094,-0.2897432,-0.0789008,0.2271242,0.1340397,0.0824502,0.0420299,0.0007836,0.1579588,0.2184186,0.1287846
0.045,-0.046705,1.147532,0.0294704,0.1486236,1.209971,0.047793,0.2538118,1.246479,-0.0802181,0.2860719,1.369902,-0.1983151,0.1200224,1.506533,-0.1068087,0.0017843,1.790573,0.0191718,-0.1416542,1.516116,-0.0611548,-0.2903251,0.7881756,0.5326594,0.1900286,-0.2429172,-0.2297672,0.3039259,-0.1904323,-0.4345579,0.5114877,0.5009975,-0.281746,-0.0843171,0.2302628,0.1359337,0.0791465,0.0427161,0.001601,0.1571924,0.2189568,0.1296494
0.067,-0.0478507,1.147856,0.0295718,0.1479621,1.210034,0.0472647,0.2529935,1.246839,-0.0806125,0.2843984,1.368896,-0.1976202,0.1195818,1.507709,-0.1079177,0.0013368,1.790977,0.0180692,-0.1425026,1.516201,-0.0618498,-0.2849823,0.7848858,0.5395492,0.1882691,-0.2428724,-0.2309761,0.3028711,-0.1944884,-0.4364945,0.5006053,0.5097923,-0.294173,-0.0673868,0.2201207,0.1321711,0.0670238,0.0445979,0.0038798,0.1556825,0.2195183,0.1306932
0.089,-0.0482643,1.148103,0.0290448,0.1474261,1.209962,0.0469458,0.2521036,1.246891,-0.0809728,0.2841201,1.369287,-0.1983841,0.1191474,1.507481,-0.1079543,0.0010583,1.793325,0.0166832,-0.1432366,1.516154,-0.0622855,-0.2853726,0.7845189,0.5401595,0.1879768,-0.2430948,-0.2302829,0.3024389,-0.1905803,-0.4435773,0.5059184,0.5067658,-0.2900718,-0.0676943,0.2213557,0.1345714,0.0712317,0.0426922,0.0012493,0.1543996,0.2190006,0.132358
0.109,-0.0486732,1.148005,0.028658,0.1469417,1.209913,0.0467145,0.2516529,1.246798,-0.0810334,0.2842947,1.369575,-0.1986978,0.1184077,1.506584,-0.107355,0.0007337,1.794414,0.0158332,-0.143766,1.516144,-0.0624433,-0.2852457,0.783356,0.5418127,0.1896311,-0.2423617,-0.2314573,0.3014213,-0.1882504,-0.4434629,0.5091283,0.5038902,-0.2857047,-0.0796225,0.2286429,0.1366735,0.0696608,0.0420668,0.001398,0.1560246,0.2204707,0.1329566
0.131,-0.04905,1.147983,0.0280158,0.1462809,1.20984,0.0462851,0.2510425,1.246627,-0.0813685,0.2835097,1.36963,-0.1986152,0.1175766,1.506901,-0.1078563,0.0001388,1.794797,0.0148718,-0.1443028,1.51607,-0.062669,-0.2857104,0.7826662,0.5427944,0.1903734,-0.243868,-0.2317154,0.299103,-0.1893443,-0.4409899,0.5076922,0.5068673,-0.2893913,-0.0772821,0.2275519,0.1322836,0.0663266,0.0447931,0.0017948,0.1550343,0.2222634,0.1331194
0.154,-0.0495932,1.147712,0.0274495,0.1456677,1.209743,0.0458085,0.250521,1.246293,-0.0816625,0.2827276,1.369155,-0.1994635,0.1172586,1.506513,-0.1081248,-0.0001022,1.794645,0.0138675,-0.1450964,1.516164,-0.0629606,-0.2885993,0.7811719,0.5434281,0.1898442,-0.2450545,-0.231142,0.3001042,-0.1883472,-0.4406255,0.5092651,0.5060911,-0.2889829,-0.0795733,0.2276585,0.1368951,0.0617363,0.0458103,0.0023067,0.1544964,0.2217266,0.1335697
0.176,-0.0506782,1.148164,0.0276671,0.1450051,1.20965,0.045391,0.2499002,1.246495,-0.0820582,0.2821782,1.368902,-0.1992548,0.1161965,1.506525,-0.1081755,-0.0004661,1.795615,0.0128355,-0.1458012,1.516109,-0.0630892,-0.2842207,0.7794782,0.547346,0.1881911,-0.2445264,-0.2302795,0.3017387,-0.1868296,-0.4452034,0.5050112,0.509464,-0.2912188,-0.0815949,0.231428,0.1340144,0.0613686,0.0454553,0.0028877,0.1552509,0.2223345,0.1337145
0.198,-0.051066,1.147124,0.0262978,0.14403,1.209712,0.0449247,0.2490067,1.246216,-0.0827932,0.2813236,1.368662,-0.2006899,0.1150858,1.506461,-0.108906,-0.0006112,1.795972,0.0117862,-0.146668,1.516115,-0.0633621,-0.2922183,0.7847496,0.536581,0.186703,-0.2425018,-0.231006,0.303105,-0.1857211,-0.4442354,0.5086993,0.5041168,-0.2849148,-0.0769047,0.2304434,0.1331211,0.0600494,0.0456114,0.0015027,0.1557664,0.2207502,0.1344859
0.22,-0.0519356,1.147635,0.0261979,0.143421,1.20951,0.0445349,0.2482377,1.245834,-0.0835716,0.280374,1.368352,-0.2011728,0.1152456,1.506123,-0.109682,-0.0016025,1.795478,0.0109979,-0.147339,1.516161,-0.0641467,-0.2922204,0.7803602,0.5425639,0.1886035,-0.2443149,-0.2307626,0.3003128,-0.1926055,-0.4374634,0.5066498,0.5068972,-0.2863091,-0.0776856,0.2286957,0.1354218,0.0548694,0.0493896,0.002575,0.1509957,0.2184685,0.1349185
0.242,-0.0531849,1.147808,0.0268665,0.1424549,1.209575,0.0438678,0.2474538,1.246353,-0.0835665,0.2797379,1.368533,-0.2014645,0.1139167,1.506113,-0.1098001,-0.0015794,1.796772,0.010299,-0.1481062,1.516182,-0.0643171,-0.2842537,0.7831439,0.542065,0.1862103,-0.2453088,-0.2304219,0.3029506,-0.1893301,-0.4420449,0.5070616,0.5039001,-0.2864023,-0.0814358,0.2325025,0.1327475,0.0604064,0.0473586,0.0011727,0.1525297,0.2197038,0.1345471
0.264,-0.0539959,1.147481,0.0257613,0.1414046,1.209524,0.0432464,0.2462925,1.245549,-0.0841502,0.2791155,1.368852,-0.2015599,0.1138066,1.505957,-0.110774,-0.002047,1.79723,0.0096842,-0.1487377,1.516341,-0.0645225,-0.2903387,0.7837924,0.5385989,0.1857952,-0.2469769,-0.2305442,0.2991204,-0.1890198,-0.4402373,0.5109762,0.5055503,-0.2898094,-0.0785095,0.2276661,0.134463,0.0614206,0.0466644,0.0009644,0.1545743,0.220556,0.1338321
0.287,-0.0550489,1.147631,0.025657,0.1405781,1.208978,0.0431625,0.2456706,1.24551,-0.0846801,0.2775915,1.367821,-0.2021969,0.1127944,1.506108,-0.1106506,-0.0028813,1.796748,0.0090679,-0.1492084,1.516424,-0.0650453,-0.2872944,0.7836438,0.5403369,0.1884205,-0.2473433,-0.2277341,0.3021011,-0.1922336,-0.4396686,0.5069512,0.5090508,-0.2934823,-0.0812742,0.2297651,0.1318767,0.059456,0.0497656,0.0015128,0.1567633,0.2191413,0.1339096
0.308,-0.0569018,1.147828,0.0252421,0.1391005,1.208696,0.0427791,0.243689,1.245031,-0.0848716,0.2765549,1.367611,-0.2028576,0.1115847,1.505411,-0.1110924,-0.0039218,1.794209,0.0086945,-0.1503603,1.516525,-0.0663235,-0.2885475,0.7790595,0.5463868,0.1853861,-0.2484487,-0.2274546,0.2995172,-0.1908811,-0.4432265,0.5074276,0.5062888,-0.2911742,-0.0837654,0.2297499,0.1326703,0.048603,0.0536508,0.0019563,0.156002,0.2203283,0.1326003
0.331,-0.0579891,1.147914,0.0251182,0.1381295,1.208171,0.0429475,0.2424423,1.245464,-0.085228,0.2760068,1.367511,-0.2024207,0.1107745,1.505628,-0.1114755,-0.0045645,1.795172,0.0080732,-0.1511546,1.516338,-0.0670809,-0.2898496,0.7780997,0.547474,0.1864469,-0.2493695,-0.2271538,0.3054219,-0.1888216,-0.4548325,0.507074,0.5049208,-0.2937215,-0.0812066,0.2292,0.133417,0.0531362,0.0524797,0.0016363,0.1572276,0.2211449,0.131111
0.353,-0.0594711,1.147917,0.0253639,0.1371525,1.208137,0.0437424,0.242567,1.244869,-0.083681,0.2750483,1.367138,-0.2013735,0.110274,1.506465,-0.1121536,-0.0043813,1.797364,0.0077248,-0.1518872,1.516331,-0.0680646,-0.2910246,0.7758104,0.5499839,0.1829684,-0.2470989,-0.2246787,0.29954,-0.1946131,-0.4428908,0.5034195,0.508593,-0.2976636,-0.0724769,0.2210723,0.1314722,0.0613318,0.0474924,-0.0003059,0.1602619,0.223953,0.131724
0.376,-0.0599002,1.147895,0.0243795,0.136452,1.208294,0.04521,0.2417981,1.244926,-0.0826478,0.275107,1.367197,-0.2004804,0.1092182,1.506713,-0.1121036,-0.0057453,1.795441,0.0072897,-0.1528796,1.516332,-0.0692043,-0.2942478,0.7785937,0.5466978,0.1786018,-0.2454099,-0.2261207,0.3031324,-0.1943858,-0.4458891,0.5055146,0.5019744,-0.2936641,-0.0756041,0.2183381,0.1303418,0.0446626,0.0541033,0.003155,0.1604062,0.223233,0.1322512
0.398,-0.0611608,1.148342,0.0248067,0.1354519,1.208329,0.0489988,0.2414829,1.244616,-0.0780691,0.2746051,1.366894,-0.1970131,0.1071228,1.506598,-0.11122,-0.0069549,1.798672,0.005519,-0.1539427,1.516095,-0.0710328,-0.3064162,0.7750822,0.5475092,0.174224,-0.2472043,-0.2226124,0.3013325,-0.1940758,-0.449518,0.505747,0.4970057,-0.2928193,-0.0821072,0.2164978,0.1310585,0.0451477,0.0539268,0.0041428,0.1608176,0.2278559,0.1308495
0.42,-0.0618698,1.150171,0.027827,0.1350787,1.208701,0.0532091,0.2419093,1.244527,-0.0729748,0.2750741,1.367032,-0.1932033,0.1068377,1.506911,-0.1120878,-0.0080073,1.800738,0.004261,-0.1549788,1.516049,-0.0721116,-0.3150982,0.7723916,0.5482165,0.1729061,-0.2514659,-0.2187546,0.3012346,-0.1941602,-0.4502297,0.5112291,0.4921959,-0.2870475,-0.0749619,0.2033045,0.1333947,0.0447569,0.0547158,0.0044663,0.1617754,0.2307407,0.1297627
0.442,-0.0635135,1.15226,0.0369756,0.1347606,1.209553,0.0590326,0.2419133,1.245215,-0.0670879,0.2757457,1.367999,-0.1874691,0.1055798,1.507857,-0.1119891,-0.0093164,1.801042,0.0026329,-0.1555979,1.516054,-0.0739378,-0.3106519,0.7762029,0.5450979,0.1730483,-0.2591223,-0.2144912,0.3059783,-0.1997277,-0.4506178,0.5062267,0.4830613,-0.295901,-0.0701631,0.1960284,0.1292039,0.0367641,0.0575516,0.00606,0.1629714,0.2323448,0.1308654
0.465,-0.0659537,1.157233,0.0537738,0.1347174,1.212599,0.0667976,0.2423408,1.247324,-0.058098,0.2773845,1.36805,-0.1825852,0.1040879,1.507968,-0.1117894,-0.0103969,1.802523,0.0007422,-0.1564167,1.516028,-0.0757066,-0.2900557,0.7807981,0.5473588,0.1754549,-0.2686552,-0.2115328,0.3023487,-0.2028604,-0.4502557,0.5075577,0.4661677,-0.2756903,-0.0761846,0.1924023,0.1311623,0.0360877,0.0561964,0.0061551,0.1637397,0.234524,0.1308416
0.488,-0.0687872,1.170727,0.0850673,0.1344174,1.218836,0.0814723,0.2424713,1.251,-0.0424175,0.2781475,1.370698,-0.1693871,0.1022677,1.50826,-0.1122409,-0.01296,1.80105,-0.0021907,-0.1576557,1.515966,-0.0784064,-0.2550872,0.790637,0.5458649,0.1777016,-0.2952665,-0.1978945,0.301208,-0.2249321,-0.4285654,0.4928073,0.4581217,-0.2818224,-0.0849795,0.1870736,0.131559,0.0209202,0.061988,0.0098667,0.1683133,0.2381926,0.1286267
0.51,-0.0704799,1.183842,0.1095145,0.1337646,1.225265,0.0932655,0.2423073,1.256242,-0.0286409,0.2788814,1.373355,-0.1594271,0.1008116,1.509742,-0.1130865,-0.0139378,1.803101,-0.0050182,-0.1587489,1.516304,-0.0806854,-0.2218797,0.7963091,0.5477838,0.1715989,-0.3187698,-0.1847529,0.301215,-0.2296209,-0.4332386,0.4776396,0.4471126,-0.2822581,-0.0785091,0.1771842,0.1311058,0.0304795,0.0593718,0.0086506,0.1685243,0.2406695,0.1290288
0.533,-0.0723465,1.202516,0.1372236,0.1326399,1.234541,0.1068625,0.2415676,1.263288,-0.013561,0.2799626,1.376543,-0.1492913,0.0997012,1.510648,-0.1136676,-0.0154908,1.800541,-0.0070583,-0.1594696,1.516495,-0.0828947,-0.1781197,0.8024516,0.5497482,0.1692158,-0.3372642,-0.1698423,0.2992714,-0.2414496,-0.4343393,0.4668029,0.4306549,-0.2763087,-0.0824017,0.1705113,0.1320398,0.0199953,0.0640093,0.0088708,0.1710024,0.2466599,0.127861
