time,indexfinger.X,indexfinger.Y,indexfinger.Z,hand.X,hand.Y,hand.Z,forearm.X,forearm.Y,forearm.Z,upperarm.X,upperarm.Y,upperarm.Z,rightShoulder.X,rightShoulder.Y,rightShoulder.Z,hmd.X,hmd.Y,hmd.Z,leftShoulder.X,leftShoulder.Y,leftShoulder.Z,indexfingerO.X,indexfingerO.Y,indexfingerO.Z,handO.X,handO.Y,handO.Z,forearmO.X,forearmO.Y,forearmO.Z,upperarmO.X,upperarmO.Y,upperarmO.Z,rightShoulderO.X,rightShoulderO.Y,rightShoulderO.Z,hmdO.X,hmdO.Y,hmdO.Z,leftShoulderO.X,leftShoulderO.Y,leftShoulderO.Z
0.0,-0.0381157,1.127332,0.0109939,0.1602323,1.18395,0.0090592,0.2255752,1.240918,-0.1371599,0.2262246,1.376577,-0.2607654,0.0927131,1.521219,-0.1367502,0.0120888,1.777676,0.0164716,-0.150642,1.51717,-0.0338018,0.3012362,-0.6788964,-0.6632614,0.0461045,-0.3548998,-0.2473934,0.2716175,-0.0527059,-0.5160597,0.4615886,0.5717976,-0.3658977,-0.0678575,0.3313293,0.1618455,0.1738358,0.212455,-0.0158581,0.1768837,0.1080583,0.0826055
0.023,-0.038817,1.127556,0.010856,0.1594445,1.183182,0.0081598,0.225069,1.239982,-0.1377698,0.2254214,1.376364,-0.2607479,0.0924386,1.521145,-0.1373338,0.0112465,1.778593,0.0146883,-0.150822,1.517133,-0.0348329,0.2994336,-0.6742032,-0.6683994,0.0352127,-0.3545398,-0.2468869,0.2722732,-0.0517332,-0.5161085,0.4594266,0.5732779,-0.3705069,-0.0693646,0.3320429,0.1625226,0.1705354,0.210373,-0.015422,0.1789163,0.1066834,0.0823891
0.045,-0.0396436,1.127275,0.0104363,0.1590755,1.182444,0.0082021,0.2247618,1.239641,-0.1377465,0.2252941,1.376215,-0.2611405,0.0922541,1.521225,-0.1377083,0.0110575,1.779285,0.0139622,-0.1511696,1.517244,-0.0353237,0.2991588,-0.6830487,-0.6598817,0.0399563,-0.3536839,-0.2452128,0.2723411,-0.051767,-0.5149734,0.4613008,0.5718256,-0.3694926,-0.0695369,0.3298628,0.1618693,0.1711312,0.2100339,-0.0161708,0.179701,0.1091988,0.0812772
0.068,-0.0406386,1.127516,0.0103321,0.1581243,1.182117,0.0081597,0.2245723,1.239525,-0.1375664,0.2254618,1.376122,-0.2613083,0.0922089,1.520866,-0.137734,0.010346,1.778738,0.0129136,-0.1515766,1.517112,-0.035849,0.2965688,-0.673614,-0.6703262,0.0362586,-0.3532932,-0.2425886,0.273725,-0.0529582,-0.513401,0.463226,0.5726491,-0.3670024,-0.0731238,0.3303418,0.1642314,0.1650736,0.2113835,-0.0145237,0.1811954,0.11046,0.0804451
0.089,-0.0410905,1.127234,0.0095892,0.1573176,1.181762,0.0084968,0.2238135,1.239298,-0.1371619,0.2254219,1.375868,-0.2606566,0.092097,1.520456,-0.1375236,0.0102879,1.780662,0.0120541,-0.1521189,1.517081,-0.0370339,0.3047328,-0.6779762,-0.6629907,0.0405206,-0.3536119,-0.241557,0.2763228,-0.0574498,-0.5144581,0.4636554,0.5697079,-0.3689404,-0.0779207,0.3310821,0.1665308,0.170163,0.2056133,-0.0176793,0.1822208,0.1138853,0.079868
0.112,-0.0419748,1.12727,0.0102562,0.1567148,1.181861,0.009072,0.223379,1.239331,-0.136824,0.2256772,1.376019,-0.2599211,0.091687,1.520428,-0.137001,0.0094824,1.780659,0.0112117,-0.1521528,1.516798,-0.0380628,0.303307,-0.6825429,-0.6587804,0.0399156,-0.3509232,-0.2425367,0.2813484,-0.0591719,-0.5157253,0.464403,0.566332,-0.3710601,-0.0804674,0.3310807,0.164992,0.1674573,0.2061529,-0.0169085,0.1801812,0.1162452,0.0784191
0.133,-0.0425546,1.127291,0.0104956,0.1560344,1.181809,0.0097622,0.223741,1.238796,-0.1356312,0.2258615,1.375758,-0.2591004,0.0917802,1.520422,-0.136828,0.0085939,1.7775,0.0104734,-0.1528808,1.516589,-0.0386222,0.3049902,-0.6760916,-0.6646598,0.0417562,-0.3528518,-0.242094,0.2808213,-0.0627984,-0.5056801,0.4657616,0.5654388,-0.367166,-0.0808467,0.3292691,0.1644214,0.1502508,0.2106363,-0.0123984,0.1828406,0.1192587,0.0789164
0.155,-0.0428984,1.127197,0.0103844,0.1555987,1.181807,0.0106601,0.2231404,1.238731,-0.1342952,0.2266464,1.375513,-0.258178,0.0915907,1.520561,-0.1367706,0.0083871,1.781383,0.0102332,-0.1534675,1.516475,-0.0396967,0.3087526,-0.680818,-0.6588583,0.0407739,-0.3518726,-0.2438704,0.278214,-0.062153,-0.5100147,0.4671554,0.5644653,-0.3644043,-0.0801276,0.3254755,0.1630015,0.1659578,0.2041664,-0.016379,0.1808329,0.1229673,0.0783832
0.178,-0.0435015,1.127482,0.0107388,0.1550264,1.181728,0.0118632,0.2234356,1.239091,-0.1333552,0.2271015,1.375502,-0.2565625,0.0915444,1.520928,-0.1365392,0.0073925,1.780289,0.0093514,-0.1540758,1.516269,-0.0403018,0.3074255,-0.6758704,-0.6650746,0.0401063,-0.3511997,-0.2409053,0.2889968,-0.0694962,-0.5138021,0.4662844,0.5636392,-0.3654188,-0.0756428,0.3198857,0.1602909,0.1581861,0.2055097,-0.0139647,0.1821665,0.1270487,0.077645
0.2,-0.0438357,1.127537,0.0106591,0.15423,1.181219,0.0135936,0.2235399,1.238142,-0.1300691,0.2284848,1.375975,-0.253723,0.0914305,1.521235,-0.1360358,0.0066427,1.780848,0.0082347,-0.1551768,1.515967,-0.0416296,0.3181704,-0.6746972,-0.6623672,0.0421292,-0.3550106,-0.2392775,0.2814275,-0.0656133,-0.5109544,0.4666082,0.5595242,-0.3704315,-0.0723596,0.3131445,0.1605053,0.1569579,0.2016625,-0.0153566,0.1809781,0.1321939,0.0776967
