id,trueTarget.X,trueTarget.Y,trueTarget.Z
23,-1,0.49,1.5
30,-1,0.49,1.5
32,-1,0.49,1.5
102,-1,0.49,1.5
126,-1,0.49,1.5
5,-1,0.49,2.5
24,-1,0.49,2.5
72,-1,0.49,2.5
105,-1,0.49,2.5
120,-1,0.49,2.5
2,-1,0.49,3.5
54,-1,0.49,3.5
75,-1,0.49,3.5
88,-1,0.49,3.5
114,-1,0.49,3.5
21,-1,1.49,1.5
60,-1,1.49,1.5
71,-1,1.49,1.5
74,-1,1.49,1.5
106,-1,1.49,1.5
76,-1,1.49,2.5
87,-1,1.49,2.5
91,-1,1.49,2.5
103,-1,1.49,2.5
122,-1,1.49,2.5
50,-1,1.49,3.5
80,-1,1.49,3.5
83,-1,1.49,3.5
121,-1,1.49,3.5
123,-1,1.49,3.5
27,-1,2.49,1.5
37,-1,2.49,1.5
55,-1,2.49,1.5
97,-1,2.49,1.5
124,-1,2.49,1.5
14,-1,2.49,2.5
42,-1,2.49,2.5
43,-1,2.49,2.5
52,-1,2.49,2.5
67,-1,2.49,2.5
17,-1,2.49,3.5
26,-1,2.49,3.5
35,-1,2.49,3.5
58,-1,2.49,3.5
101,-1,2.49,3.5
3,0,0.49,1.5
11,0,0.49,1.5
89,0,0.49,1.5
90,0,0.49,1.5
93,0,0.49,1.5
18,0,0.49,2.5
112,0,0.49,2.5
116,0,0.49,2.5
118,0,0.49,2.5
130,0,0.49,2.5
53,0,0.49,3.5
77,0,0.49,3.5
99,0,0.49,3.5
125,0,0.49,3.5
133,0,0.49,3.5
15,0,1.49,1.5
25,0,1.49,1.5
28,0,1.49,1.5
81,0,1.49,1.5
131,0,1.49,1.5
13,0,1.49,2.5
22,0,1.49,2.5
51,0,1.49,2.5
82,0,1.49,2.5
132,0,1.49,2.5
16,0,1.49,3.5
19,0,1.49,3.5
29,0,1.49,3.5
78,0,1.49,3.5
94,0,1.49,3.5
8,0,2.49,1.5
9,0,2.49,1.5
39,0,2.49,1.5
61,0,2.49,1.5
110,0,2.49,1.5
48,0,2.49,2.5
92,0,2.49,2.5
98,0,2.49,2.5
100,0,2.49,2.5
128,0,2.49,2.5
10,0,2.49,3.5
40,0,2.49,3.5
62,0,2.49,3.5
68,0,2.49,3.5
69,0,2.49,3.5
1,1,0.49,1.5
20,1,0.49,1.5
96,1,0.49,1.5
113,1,0.49,1.5
119,1,0.49,1.5
33,1,0.49,2.5
59,1,0.49,2.5
66,1,0.49,2.5
70,1,0.49,2.5
108,1,0.49,2.5
0,1,0.49,3.5
12,1,0.49,3.5
36,1,0.49,3.5
38,1,0.49,3.5
85,1,0.49,3.5
4,1,1.49,1.5
41,1,1.49,1.5
65,1,1.49,1.5
115,1,1.49,1.5
127,1,1.49,1.5
44,1,1.49,2.5
73,1,1.49,2.5
86,1,1.49,2.5
95,1,1.49,2.5
111,1,1.49,2.5
31,1,1.49,3.5
34,1,1.49,3.5
45,1,1.49,3.5
46,1,1.49,3.5
107,1,1.49,3.5
47,1,2.49,1.5
49,1,2.49,1.5
56,1,2.49,1.5
64,1,2.49,1.5
134,1,2.49,1.5
63,1,2.49,2.5
79,1,2.49,2.5
84,1,2.49,2.5
109,1,2.49,2.5
117,1,2.49,2.5
6,1,2.49,3.5
7,1,2.49,3.5
57,1,2.49,3.5
104,1,2.49,3.5
129,1,2.49,3.5
