time,indexfinger.X,indexfinger.Y,indexfinger.Z,hand.X,hand.Y,hand.Z,forearm.X,forearm.Y,forearm.Z,upperarm.X,upperarm.Y,upperarm.Z,rightShoulder.X,rightShoulder.Y,rightShoulder.Z,hmd.X,hmd.Y,hmd.Z,leftShoulder.X,leftShoulder.Y,leftShoulder.Z,indexfingerO.X,indexfingerO.Y,indexfingerO.Z,handO.X,handO.Y,handO.Z,forearmO.X,forearmO.Y,forearmO.Z,upperarmO.X,upperarmO.Y,upperarmO.Z,rightShoulderO.X,rightShoulderO.Y,rightShoulderO.Z,hmdO.X,hmdO.Y,hmdO.Z,leftShoulderO.X,leftShoulderO.Y,leftShoulderO.Z
0.0,-0.0931168,1.115382,-0.2140493,0.0870169,1.117859,-0.2640394,0.1899786,1.150446,-0.3362565,0.2639654,1.259151,-0.4441002,0.1200665,1.407012,-0.4012232,-0.029571,1.669542,-0.2970969,-0.1402964,1.38412,-0.4092268,-0.1511001,-0.6711257,-0.6966842,0.1140259,-0.1372276,-0.2075918,0.3527375,-0.2832617,-0.4560718,0.6087378,0.300269,-0.1852054,-0.1099111,0.1749179,-0.0001232,-0.1217419,0.0411701,-0.0090302,0.1209997,0.3414138,0.0544463
0.024,-0.0925448,1.115784,-0.2130978,0.0875318,1.11773,-0.263891,0.1898039,1.14972,-0.3368557,0.2639551,1.259337,-0.444779,0.1199454,1.406922,-0.4010182,-0.0298816,1.669538,-0.2966507,-0.1406466,1.383952,-0.408839,-0.1565835,-0.6681903,-0.6979286,0.1105556,-0.1269254,-0.205599,0.3546551,-0.2812406,-0.453796,0.6111184,0.2982376,-0.1821922,-0.111691,0.1761535,3.87e-05,-0.1221261,0.0406574,-0.0092208,0.1207953,0.3394699,0.0548428
0.044,-0.0924833,1.116043,-0.2125488,0.0878642,1.117458,-0.2639632,0.1896855,1.150371,-0.3368706,0.2628356,1.258924,-0.44493,0.1198729,1.406865,-0.400928,-0.0300098,1.669658,-0.2964363,-0.1407493,1.38389,-0.4084676,-0.1571166,-0.6695864,-0.6958978,0.1095247,-0.1279109,-0.2056072,0.3528494,-0.2788769,-0.4618544,0.608007,0.3054467,-0.1905979,-0.1122006,0.1766931,0.00075,-0.1223293,0.0406818,-0.0092812,0.120774,0.3396728,0.0537781
0.066,-0.09216,1.115923,-0.2122937,0.0877115,1.117409,-0.2641214,0.1898424,1.150099,-0.3370434,0.2644952,1.259242,-0.4453274,0.1199046,1.406906,-0.4009888,-0.03013,1.669825,-0.2961938,-0.1409548,1.384056,-0.4083344,-0.1588892,-0.6716104,-0.6937338,0.11016,-0.1336108,-0.2070637,0.3542246,-0.2773997,-0.4607381,0.6126449,0.2933215,-0.1769009,-0.111358,0.1758282,0.0009464,-0.1224207,0.0414814,-0.0102732,0.1203611,0.3373041,0.0543154
0.088,-0.0919942,1.116203,-0.2120468,0.0877277,1.117482,-0.2640797,0.1897868,1.150299,-0.3370921,0.2625959,1.25882,-0.4451782,0.1197743,1.406931,-0.4008995,-0.0303308,1.669758,-0.2960505,-0.1405071,1.383678,-0.4080484,-0.1611059,-0.6704955,-0.6945759,0.1095277,-0.1333734,-0.2072795,0.3529732,-0.2791681,-0.4605137,0.607436,0.3067153,-0.1929187,-0.1105199,0.1777308,0.0003145,-0.1210073,0.0414432,-0.010854,0.1212188,0.341658,0.0537055
0.111,-0.0918763,1.11596,-0.211708,0.0878275,1.117455,-0.2640887,0.1897852,1.150657,-0.337011,0.2628558,1.258864,-0.4453119,0.1198027,1.406862,-0.4007199,-0.03062,1.669804,-0.2958927,-0.1405816,1.383658,-0.4078794,-0.1605128,-0.6702578,-0.6943343,0.1103153,-0.1341175,-0.2071923,0.3537166,-0.2773473,-0.464212,0.6079057,0.3054156,-0.1910725,-0.1117506,0.1779101,0.0004339,-0.1197456,0.0420809,-0.0110528,0.1209422,0.3403451,0.0534777
0.133,-0.0919111,1.115863,-0.2116911,0.087876,1.117361,-0.2640187,0.189661,1.150407,-0.3371054,0.2625782,1.258825,-0.4452233,0.1197553,1.406782,-0.4006284,-0.0306904,1.670285,-0.2957628,-0.1409481,1.383664,-0.4075883,-0.1603078,-0.670242,-0.6944739,0.1092793,-0.1339372,-0.2067214,0.3521518,-0.2780226,-0.462449,0.6068068,0.3076608,-0.1932598,-0.1115494,0.1783026,0.0011398,-0.1188417,0.0439938,-0.0122658,0.120365,0.3365484,0.0542734
0.154,-0.0918271,1.116295,-0.211421,0.0879394,1.11742,-0.2640026,0.1898199,1.150203,-0.3371552,0.262413,1.258908,-0.4451752,0.1194839,1.406228,-0.3997816,-0.0316478,1.670754,-0.2954152,-0.1407894,1.383705,-0.40728,-0.160908,-0.667311,-0.6968717,0.1083223,-0.1339585,-0.2069058,0.3545019,-0.2768373,-0.4611487,0.6073642,0.3080053,-0.1936663,-0.119033,0.1840535,0.0026116,-0.1155772,0.0452403,-0.0124788,0.1198319,0.3374626,0.0535423
0.177,-0.0918126,1.116278,-0.2112481,0.0871262,1.117495,-0.2641732,0.1899251,1.149682,-0.3372275,0.2623368,1.258887,-0.4450185,0.1198302,1.406657,-0.4000512,-0.0321064,1.670974,-0.2954081,-0.1408267,1.383689,-0.4072537,-0.1621939,-0.6702731,-0.6940126,0.1074993,-0.1497769,-0.2086592,0.3532926,-0.2784495,-0.4567947,0.6075003,0.3089783,-0.1939336,-0.1113636,0.1780603,0.001487,-0.1130075,0.0471324,-0.012559,0.1204012,0.3373073,0.054164
0.198,-0.0909304,1.11712,-0.2112973,0.0878878,1.11738,-0.2639418,0.1897555,1.150194,-0.3369736,0.2619759,1.258938,-0.4447582,0.1197857,1.406733,-0.4000701,-0.0325141,1.672016,-0.2952336,-0.1405319,1.383597,-0.407261,-0.1672959,-0.670712,-0.6931491,0.1077249,-0.1351556,-0.2069851,0.3527908,-0.2789624,-0.4599637,0.6067061,0.3131301,-0.1975132,-0.1103753,0.1754601,0.0014658,-0.1128011,0.050254,-0.0140517,0.1200306,0.3400102,0.0536009
