pid,time,indexfinger.X,indexfinger.Y,indexfinger.Z,hand.X,hand.Y,hand.Z,forearm.X,forearm.Y,forearm.Z,upperarm.X,upperarm.Y,upperarm.Z,rightShoulder.X,rightShoulder.Y,rightShoulder.Z,hmd.X,hmd.Y,hmd.Z,leftShoulder.X,leftShoulder.Y,leftShoulder.Z,indexfingerO.X,indexfingerO.Y,indexfingerO.Z,handO.X,handO.Y,handO.Z,forearmO.X,forearmO.Y,forearmO.Z,upperarmO.X,upperarmO.Y,upperarmO.Z,rightShoulderO.X,rightShoulderO.Y,rightShoulderO.Z,hmdO.X,hmdO.Y,hmdO.Z,leftShoulderO.X,leftShoulderO.Y,leftShoulderO.Z
4,5.44,0.15178745562130178,0.8257112426035504,-0.3010815384615385,0.35683177514792896,0.8402349112426035,-0.2713062721893491,0.27000248520710063,0.8304153846153847,-0.27361721893491125,0.15535692307692311,0.8291597633136094,-0.2544840828402367,0.043988343195266275,0.8080307692307692,-0.21344798816568047,-0.029006094674556216,0.9231272189349112,-0.14924242603550295,-0.09787485207100592,0.7798905325443787,-0.18995520710059172,0.0940307,-0.8038649999999999,0.2834961,0.159075,0.7609953,0.6115145000000001,0.2185499,-0.6871824000000001,0.2280013,-0.12950830000000002,0.6670590000000001,-0.17212249999999998,-0.0640926,0.2364549,0.0388802,0.0956975,-0.0032418,0.0255143,0.06703189999999999,0.177703,0.05687090000000001
4,9.794,0.04838,0.8554307692307692,0.1735330177514793,0.06076686390532545,0.8371035502958579,0.06973822485207101,0.0814923076923077,0.8308183431952663,-0.013994970414201183,0.08378402366863906,0.8216437869822486,-0.1331189349112426,0.06434556213017752,0.8482686390532544,-0.03689928994082841,-0.016982485207100592,0.9245355029585799,-0.1631605325443787,-0.08658863905325444,0.7809633136094675,-0.19728224852071008,-0.1350738,-0.6755502,0.1242452,-0.521564,0.534098,0.5646074000000001,-0.017068200000000002,0.051410800000000006,0.14134349999999998,0.0449174,-0.030118000000000002,-0.2163909,0.4045489,-0.1219219,0.3439262,0.0801597,-0.0010649000000000001,0.031121,0.0887304,0.18193199999999998,0.0760259
5,0.0,0.14703625698324022,0.37281653631284917,-0.20184994413407822,0.15057195530726256,0.4792589385474861,-0.21922877094972068,0.14863575418994415,0.5470139106145252,-0.2286094972067039,0.12935078212290502,0.6778000000000001,-0.24837480446927376,0.07815519553072625,0.776590502793296,-0.2352150279329609,0.009825474860335194,0.9334413407821228,-0.17620541899441342,-0.06189424581005586,0.7837223463687151,-0.2350087709497207,0.3968751,-0.4685048,-0.47559819999999997,-0.0293193,-0.1640128,-0.7875601999999999,0.6368946,0.2079384,-0.17376760000000002,0.5900513000000001,0.2527267,-0.31406890000000004,-0.1073316,0.1105488,-0.024955900000000003,-0.1316828,-0.0683572,0.0118293,0.1550789,0.2425034,0.0693926
5,4.841,0.5109462569832403,0.8987290502793296,-0.2703740223463687,0.40417608938547483,0.8872709497206703,-0.26249379888268154,0.33194709497206704,0.8772675977653631,-0.2660411731843575,0.19983905027932963,0.8505379888268155,-0.26602687150837984,0.07516033519553073,0.7908653631284915,-0.23376078212290505,0.005117486033519553,0.9344832402234636,-0.16418296089385476,-0.066716312849162,0.7818949720670391,-0.22004843575418995,0.0539899,0.1016589,0.1269424,-0.12282989999999999,-0.6560208000000001,-0.7204775999999999,-0.0933283,0.7051883000000001,-0.0522367,-0.0910128,0.6214408,0.005765600000000001,-0.0817421,0.2745665,0.020199400000000003,-0.1281511,-0.0891302,0.0105983,0.1481593,0.24519520000000003,0.0553067
5,8.773,0.08022525139664805,0.8806374301675978,0.1847045251396648,0.08447513966480447,0.8609765363128491,0.07911860335195531,0.0927440223463687,0.8547497206703911,0.008024804469273743,0.10027871508379889,0.8341804469273743,-0.1260795530726257,0.05803251396648044,0.7933100558659218,-0.22013893854748603,0.0047014525139664805,0.9319720670391061,-0.17042569832402235,-0.06815061452513965,0.7835620111731844,-0.2363805586592179,-0.0845176,-0.6589479,0.1714346,0.48820740000000007,-0.5814798000000001,-0.5561781,-0.011314399999999999,-0.020430700000000003,-0.025142400000000002,-0.033368199999999994,-0.097872,-0.0646082,0.0198115,-0.0034871000000000004,0.07310130000000001,-0.1370936,-0.055366599999999995,0.020028099999999997,0.1420846,0.30224829999999997,0.0772332
6,0.0,0.13714659793814435,0.3667560824742268,-0.17541680412371133,0.1323778350515464,0.4754795360824743,-0.17807551546391753,0.12653170103092784,0.5392427835051546,-0.18447463917525775,0.11535123711340206,0.6829628865979381,-0.19529484536082475,0.052503711340206184,0.7930103092783506,-0.18238293814432993,-0.001842061855670103,0.885798969072165,-0.09918505154639176,-0.07396505154639176,0.7997907216494846,-0.17403329896907213,0.4211566,-0.311743,-0.5758462,-0.0796899,-0.2152821,-0.8236207,0.6939828,0.1284147,-0.12673810000000002,-0.6576065999999999,-0.2127035,0.2388384,-0.1626934,0.08123639999999999,-0.0185858,0.3917162,0.0436968,0.015184200000000002,-0.1940738,-0.1439521,-0.024219400000000002
6,4.4417,0.5148926288659794,0.8408025773195876,-0.23891242268041235,0.4071129896907216,0.8373850515463918,-0.23040231958762888,0.3411673711340206,0.835109793814433,-0.23032690721649487,0.1957503608247423,0.8320587628865981,-0.22829180412371136,0.05932649484536082,0.8157422680412372,-0.19936494845360825,-0.002579690721649485,0.8985824742268042,-0.11153840206185567,-0.07113587628865979,0.7993917525773196,-0.1811078350515464,-0.1157627,0.121795,0.006998999999999999,-0.0564433,-0.7104672,-0.6659769,0.030529300000000002,0.687643,-0.0328857,-0.0625366,-0.6498944000000001,-0.0082751,-0.14615029999999998,0.048012,0.0808474,0.3297757,0.043045,0.0375529,-0.196456,-0.13712560000000001,-0.0035664
6,8.6733,-0.0011005670103092784,0.8709134020618557,0.2251507731958763,0.010165515463917526,0.8578860824742269,0.11918891752577318,0.022534123711340205,0.8501216494845362,0.05414731958762887,0.04890417525773197,0.8360030927835052,-0.08960721649484538,0.02358159793814433,0.8178963917525773,-0.1841787113402062,-0.01545396907216495,0.914523711340206,-0.13147309278350516,-0.0843931443298969,0.7993396907216495,-0.19809,-0.0941763,-0.6839329000000001,0.021200599999999997,0.5304245,-0.6043977,-0.4732389,0.020109000000000002,-0.0897409,0.028374299999999998,0.013168700000000002,0.1827934,0.0083762,-0.063983,-0.2335491,0.0758651,0.2373245,0.0314359,0.0180836,-0.20504850000000002,-0.199468,-0.0161631
7,0.0,0.115088021978022,0.35890093406593404,-0.17426741758241757,0.12213,0.4724690659340659,-0.1770157692307692,0.1243458791208791,0.5528506043956043,-0.18410923076923078,0.12249472527472528,0.6967054945054946,-0.20798791208791206,0.059989175824175824,0.8144478021978022,-0.21562862637362634,-0.0016705494505494505,0.9022104395604396,-0.13127324175824173,-0.06924197802197803,0.808825824175824,-0.22321362637362635,0.4906679,-0.5034028,-0.4555079000000001,-0.0759804,0.0316715,0.8067809,0.6998991,0.028340399999999998,-0.026443900000000003,0.5931504,0.23331060000000003,-0.35588509999999995,0.27664720000000004,0.0769658,0.09371360000000001,0.2758291,0.0517365,-0.0195168,-0.2574548,-0.3057224,-0.1647711
7,11.3941,0.3146533516483516,0.9071802197802198,-0.23038329670329669,0.3887223076923077,0.8843648351648352,-0.2289226923076923,0.3061609340659341,0.8833604395604395,-0.23783752747252745,0.16381164835164838,0.8645340659340659,-0.25203192307692307,0.03678538461538461,0.8438285714285714,-0.23102527472527473,-0.017247692307692308,0.9318637362637361,-0.15274181318681315,-0.08703653846153846,0.80815,-0.2046708241758242,0.8765968000000001,0.05383240000000001,0.4095738,0.020163999999999998,0.6360281999999999,0.7613108000000001,0.0551962,0.6852411,0.015908600000000002,-0.1457383,0.5950888000000001,-0.0777099,0.3035817,0.0017219000000000002,-0.0723052,0.0885592,0.0957548,-0.0157201,-0.25997929999999997,-0.240835,-0.089871
