pid,cid,time,indexFinger.X,indexFinger.Y,indexFinger.Z,hand.X,hand.Y,hand.Z,forearm.X,forearm.Y,forearm.Z,upperArm.X,upperArm.Y,upperArm.Z,rightShoulder.X,rightShoulder.Y,rightShoulder.Z,hmd.X,hmd.Y,hmd.Z,leftShoulder.X,leftShoulder.Y,leftShoulder.Z,indexFingerO.X,indexFingerO.Y,indexFingerO.Z,handO.X,handO.Y,handO.Z,forearmO.X,forearmO.Y,forearmO.Z,upperArmO.X,upperArmO.Y,upperArmO.Z,rightShoulderO.X,rightShoulderO.Y,rightShoulderO.Z,hmdO.X,hmdO.Y,hmdO.Z,leftShoulderO.X,leftShoulderO.Y,leftShoulderO.Z
2,61,1.731000,0.215811,0.859097,0.301701,0.185571,0.840990,0.207271,0.159164,0.827979,0.114516,0.141229,0.797550,0.028204,0.032858,0.783184,-0.059666,0.002719,0.911738,-0.020064,-0.086727,0.760497,-0.064080,-0.127598,-0.505969,0.055790,0.456937,-0.648873,-0.557576,-0.000618,0.176446,0.025339,-0.197944,0.109466,-0.560176,0.136935,0.026473,-0.041937,0.072074,0.246775,-0.079968,-0.109965,-0.374402,0.008193
2,62,2.743000,0.130700,0.779241,0.330978,0.126151,0.785402,0.229706,0.118629,0.790405,0.132907,0.119986,0.773770,0.041003,0.037401,0.783189,-0.063274,0.000112,0.903494,-0.018105,-0.080052,0.761099,-0.076537,-0.022569,-0.620726,-0.023931,0.472534,-0.558323,-0.564530,0.088398,0.073177,0.007597,-0.064000,0.054907,-0.620531,0.124541,0.098137,-0.037524,0.150762,0.162214,-0.073164,-0.114311,-0.396315,0.003233
2,63,3.422000,-0.100020,0.743966,0.300408,-0.044425,0.755687,0.217092,0.009393,0.765736,0.137233,0.062659,0.754138,0.059433,0.038180,0.785203,-0.060498,-0.025368,0.893802,-0.017216,-0.068242,0.763413,-0.101117,0.004226,-0.827646,-0.060113,0.617634,-0.385457,-0.399364,0.104017,-0.247290,0.042972,0.130927,-0.098101,-0.628619,0.075635,0.289350,-0.047113,0.225679,-0.094058,-0.008437,-0.110948,-0.485398,-0.026780
2,64,2.245000,0.164434,0.733780,0.310810,0.149630,0.747903,0.212270,0.140412,0.762426,0.117649,0.137521,0.752780,0.025766,0.048476,0.781460,-0.073524,0.008432,0.897929,-0.019385,-0.070742,0.762877,-0.084871,-0.030528,-0.568258,-0.076279,0.420180,-0.552395,-0.599835,0.135910,0.083503,-0.013079,-0.062998,0.105125,-0.665015,0.127119,0.093482,-0.025770,0.187266,0.150629,-0.057318,-0.119525,-0.385809,-0.007593
2,65,1.776000,-0.101488,1.019349,0.236277,-0.043170,0.962755,0.177788,0.016984,0.913354,0.116115,0.071836,0.855620,0.065795,0.053470,0.793630,-0.046649,0.003728,0.920116,-0.027050,-0.045114,0.764802,-0.092714,-0.314014,-0.817179,0.147508,0.736549,-0.534920,-0.124346,-0.242583,-0.288928,0.071045,-0.097649,-0.328304,-0.525295,0.160817,0.234144,-0.048493,0.050893,-0.200677,-0.091503,-0.127009,-0.543104,-0.024210
2,66,2.797000,0.134751,0.776338,0.318199,0.128970,0.780758,0.217720,0.125684,0.786224,0.121325,0.127625,0.767947,0.029663,0.044968,0.783492,-0.075624,0.005396,0.896657,-0.021574,-0.071563,0.761985,-0.090616,-0.050881,-0.609118,-0.036245,0.473753,-0.561768,-0.554900,0.088823,0.055653,-0.004734,-0.080296,0.046676,-0.668591,0.129800,0.117180,-0.030850,0.193674,0.124841,-0.066180,-0.121643,-0.396592,-0.004168
2,67,1.832000,-0.055252,0.879939,0.305034,-0.010354,0.859273,0.217230,0.037060,0.839407,0.133820,0.083905,0.802709,0.060017,0.048978,0.788054,-0.063139,-0.009235,0.907751,-0.030941,-0.059478,0.763155,-0.098597,-0.147449,-0.791754,0.021329,0.638891,-0.512592,-0.336846,-0.056756,-0.212622,0.047252,-0.002304,-0.166403,-0.607758,0.105589,0.214237,-0.053491,0.137518,-0.084254,-0.029422,-0.127434,-0.484691,-0.021393
2,68,2.575000,-0.046660,0.973837,0.275877,-0.000088,0.927726,0.199059,0.043426,0.886527,0.120886,0.084651,0.833663,0.053968,0.042478,0.789556,-0.062867,-0.005203,0.913668,-0.036514,-0.064500,0.764474,-0.096811,-0.220147,-0.776475,0.170311,0.727079,-0.546193,-0.247467,-0.175896,-0.174794,0.083288,-0.109881,-0.215049,-0.581594,0.133991,0.186968,-0.042102,0.093385,-0.075760,-0.066217,-0.129284,-0.479642,-0.021759
2,69,11.853000,0.215957,1.029901,0.255111,0.193524,0.972777,0.174013,0.173240,0.920145,0.092704,0.164345,0.855329,0.022517,0.063307,0.791913,-0.052513,0.027691,0.927882,-0.028080,-0.053784,0.761982,-0.058229,-0.235561,-0.501234,0.227259,0.545202,-0.715909,-0.423228,-0.206834,0.147829,0.062613,-0.335984,-0.029821,-0.541873,0.156138,0.019970,-0.071478,-0.054802,0.225602,-0.045118,-0.118558,-0.400608,0.016710
2,70,2.021000,0.165769,0.871268,0.298430,0.154466,0.853832,0.199014,0.142839,0.837134,0.103558,0.139252,0.797867,0.015149,0.044449,0.785277,-0.080182,0.007650,0.912894,-0.042223,-0.074050,0.762497,-0.089914,-0.103420,-0.589323,0.060922,0.511055,-0.621903,-0.518173,-0.037500,0.077963,0.035356,-0.182999,0.037490,-0.651486,0.132978,0.042455,-0.043637,0.083186,0.196854,-0.055928,-0.116503,-0.395061,0.004298
2,71,1.721000,0.038144,0.984078,0.304842,0.056581,0.938906,0.215557,0.072313,0.898863,0.126892,0.097130,0.842265,0.052520,0.041334,0.791334,-0.057115,-0.002409,0.922582,-0.037912,-0.067837,0.762269,-0.088298,-0.181313,-0.677866,0.199953,0.651437,-0.616092,-0.365968,-0.152752,-0.035658,0.088232,-0.156956,-0.170541,-0.621586,0.156065,0.141777,-0.058924,0.008350,0.028142,-0.053227,-0.124282,-0.481660,-0.001138
2,72,1.233000,0.035841,0.649418,0.316435,0.058295,0.682039,0.222684,0.082814,0.711415,0.136622,0.108400,0.715905,0.045088,0.053014,0.780352,-0.048533,-0.001096,0.888930,-0.002211,-0.066716,0.766416,-0.076787,0.068407,-0.705325,-0.149054,0.473160,-0.446779,-0.547526,0.230769,-0.088722,-0.019611,0.092958,0.094576,-0.736643,0.143332,0.175601,-0.018947,0.268975,0.038678,-0.035581,-0.111864,-0.452896,-0.032836
2,73,1.322000,-0.139297,0.681974,0.271516,-0.075988,0.712176,0.197844,-0.011869,0.734372,0.130133,0.055088,0.729534,0.061835,0.052888,0.784007,-0.051844,-0.012522,0.903496,-0.034093,-0.046310,0.766005,-0.113304,0.096323,-0.852755,-0.094755,0.614115,-0.301956,-0.418795,0.175614,-0.326157,0.045204,0.249649,-0.098103,-0.714212,0.115947,0.380684,-0.013562,0.182856,-0.199866,-0.006104,-0.124557,-0.569577,-0.047557
2,74,1.432000,-0.112676,1.026998,0.231008,-0.057643,0.967222,0.169493,-0.001452,0.914039,0.109811,0.050403,0.848269,0.063472,0.036291,0.795422,-0.052559,-0.002562,0.925151,-0.036721,-0.063051,0.767456,-0.099930,-0.298010,-0.803038,0.171463,0.718131,-0.582434,-0.110396,-0.243704,-0.288524,0.033140,-0.047164,-0.330009,-0.680495,0.156541,0.234686,-0.053640,0.019168,-0.217273,-0.155509,-0.134201,-0.564264,-0.029702
2,75,1.267000,0.216125,0.860557,0.280891,0.183094,0.845654,0.186566,0.160036,0.829859,0.094085,0.143707,0.789024,0.009625,0.033577,0.785536,-0.076196,0.008848,0.913680,-0.041707,-0.085446,0.758820,-0.075385,-0.113504,-0.495531,0.039796,0.448796,-0.652705,-0.564234,-0.016653,0.157943,0.008690,-0.245976,0.079292,-0.711701,0.137869,0.004610,-0.060948,0.047434,0.337854,-0.075988,-0.108543,-0.364504,0.027356
2,76,1.542000,0.038867,0.737878,0.354009,0.055427,0.754021,0.254772,0.075856,0.765578,0.161926,0.099552,0.746495,0.072627,0.049312,0.783325,-0.044206,-0.000797,0.904032,-0.011089,-0.063614,0.763286,-0.084743,0.006056,-0.693194,-0.087673,0.499785,-0.505083,-0.526467,0.128905,-0.072445,-0.019013,0.034983,-0.001409,-0.792909,0.125785,0.229617,-0.024644,0.166320,0.033365,-0.041893,-0.122400,-0.502560,-0.015708
2,77,1.421000,0.050404,0.989459,0.294846,0.069476,0.943836,0.205918,0.087151,0.901484,0.118280,0.113150,0.839631,0.050185,0.058217,0.790991,-0.063311,0.015400,0.926169,-0.049545,-0.051292,0.762472,-0.092951,-0.186644,-0.682649,0.189233,0.639639,-0.626381,-0.358469,-0.164715,-0.049662,0.076716,-0.147148,-0.204054,-0.706853,0.173343,0.141005,-0.054394,-0.031039,0.035484,-0.045888,-0.128994,-0.484968,0.002177
2,78,1.477000,0.192738,1.032734,0.225328,0.167132,0.974400,0.145826,0.142843,0.923217,0.065590,0.136742,0.853805,-0.000427,0.033648,0.791289,-0.077238,0.004651,0.918772,-0.046665,-0.082924,0.760534,-0.078872,-0.195777,-0.465371,0.268436,0.555068,-0.694381,-0.454569,-0.190600,0.191674,0.108105,-0.346718,-0.078807,-0.643540,0.170229,-0.000962,-0.077435,0.014423,0.256517,-0.060538,-0.116716,-0.386834,0.024366
2,79,1.388000,0.134419,0.889478,0.323121,0.129112,0.872340,0.223153,0.123240,0.851932,0.126634,0.127473,0.803509,0.044035,0.047664,0.786361,-0.064897,0.008411,0.917230,-0.035120,-0.070008,0.762774,-0.083998,-0.105794,-0.614309,0.066367,0.512488,-0.617284,-0.507538,-0.043465,0.062414,0.043543,-0.163383,-0.055871,-0.761189,0.142928,0.089255,-0.051545,0.047007,0.158444,-0.039926,-0.127167,-0.442207,-0.001850
2,80,1.257000,0.173410,0.998738,0.277026,0.156443,0.950040,0.189669,0.144118,0.906723,0.102255,0.146498,0.842232,0.030634,0.055891,0.790557,-0.066206,0.023985,0.922160,-0.037696,-0.058005,0.760662,-0.083529,-0.216474,-0.536786,0.185777,0.555298,-0.687435,-0.437648,-0.153583,0.107201,0.091969,-0.261044,-0.105443,-0.708541,0.151381,0.075373,-0.065175,-0.004730,0.187916,-0.058157,-0.106121,-0.431863,0.008195
2,81,1.365000,-0.062527,1.001047,0.269199,-0.016590,0.951538,0.193438,0.031097,0.905420,0.120156,0.077208,0.838990,0.066241,0.058979,0.793558,-0.056091,0.005068,0.923350,-0.045313,-0.040166,0.763975,-0.108262,-0.254590,-0.781073,0.134173,0.693813,-0.580932,-0.219308,-0.197282,-0.226817,0.045188,-0.031013,-0.290186,-0.754393,0.148006,0.243774,-0.054532,0.022281,-0.149043,-0.031090,-0.131298,-0.577191,-0.019614
2,82,1.576000,0.025515,1.000860,0.273732,0.044779,0.950644,0.187836,0.066843,0.904316,0.103390,0.094160,0.837639,0.037890,0.034027,0.791995,-0.072014,-0.012679,0.919504,-0.046570,-0.078330,0.763152,-0.094652,-0.229691,-0.679516,0.188795,0.650553,-0.629119,-0.335152,-0.190057,-0.065638,0.087787,-0.165772,-0.186051,-0.744034,0.151085,0.107228,-0.072843,0.035971,0.040088,-0.032543,-0.132185,-0.465001,0.004190
2,83,1.602000,-0.098186,0.879360,0.307248,-0.047308,0.862682,0.221290,0.002255,0.845145,0.137892,0.052323,0.798301,0.068936,0.032588,0.789652,-0.057763,-0.015281,0.915689,-0.040391,-0.069981,0.764407,-0.104459,-0.101820,-0.812290,0.062542,0.676732,-0.479288,-0.341858,-0.054291,-0.222503,0.073580,0.046403,-0.186379,-0.798775,0.136415,0.257164,-0.042424,0.090118,-0.105903,-0.070237,-0.131391,-0.537501,-0.020108
2,84,1.345000,0.029247,0.737799,0.328483,0.048876,0.753009,0.230226,0.070565,0.764895,0.137094,0.092251,0.741215,0.047419,0.043518,0.785266,-0.066484,-0.010638,0.903449,-0.029077,-0.071845,0.764756,-0.096220,0.004253,-0.705862,-0.067790,0.515714,-0.487149,-0.522960,0.128423,-0.076318,-0.014645,0.013288,0.012124,-0.852322,0.085776,0.194401,-0.035636,0.175260,0.015170,-0.020263,-0.118124,-0.461790,-0.021371
2,85,1.489000,-0.148193,0.865229,0.266856,-0.081683,0.850229,0.191891,-0.013388,0.830214,0.124950,0.046478,0.781933,0.065803,0.037269,0.789289,-0.061661,-0.018508,0.912071,-0.045489,-0.062163,0.764783,-0.112510,-0.104000,-0.862902,0.033563,0.696395,-0.429333,-0.277911,-0.062298,-0.339089,0.030347,0.101007,-0.176583,-0.819885,0.112519,0.299490,-0.033576,0.119466,-0.185304,-0.049132,-0.130697,-0.546555,-0.030231
2,86,1.500000,0.026814,0.740904,0.331604,0.047001,0.754821,0.232798,0.071797,0.763110,0.140798,0.093531,0.736697,0.052036,0.037273,0.783235,-0.059237,-0.010595,0.905359,-0.024418,-0.078446,0.763272,-0.087440,0.002720,-0.709200,-0.070666,0.519213,-0.496887,-0.515128,0.109775,-0.091177,-0.014667,-0.018921,0.034260,-0.855908,0.129143,0.187520,-0.026916,0.151272,0.048069,-0.064020,-0.122407,-0.450239,-0.012200
2,87,1.733000,-0.063488,0.789903,0.329843,-0.021399,0.795261,0.237626,0.025768,0.792493,0.152593,0.068954,0.755039,0.074895,0.042682,0.785660,-0.048893,-0.011037,0.911099,-0.024759,-0.063203,0.763007,-0.094677,-0.034603,-0.785369,-0.060345,0.586799,-0.466221,-0.425799,0.050843,-0.219298,-0.020568,0.071487,-0.076690,-0.851104,0.113817,0.282360,-0.024187,0.113715,-0.073014,-0.041015,-0.119573,-0.516994,-0.022980
2,88,1.432000,0.040288,0.884668,0.327863,0.057173,0.867803,0.229007,0.079714,0.845540,0.136113,0.103756,0.792593,0.059133,0.046027,0.787239,-0.062642,0.006284,0.911798,-0.031909,-0.065890,0.763195,-0.089734,-0.112325,-0.700812,0.044966,0.571330,-0.574153,-0.450257,-0.059998,-0.084624,0.020717,-0.088348,-0.098940,-0.826426,0.134625,0.158981,-0.037846,0.098110,0.056066,-0.076288,-0.120410,-0.456819,-0.009313
2,89,1.377000,0.155521,0.994435,0.271906,0.140623,0.945612,0.184184,0.133750,0.899166,0.098030,0.135610,0.831061,0.030040,0.037553,0.789953,-0.064325,0.006300,0.918107,-0.034850,-0.080504,0.762456,-0.073748,-0.207799,-0.539631,0.199248,0.570042,-0.670654,-0.442322,-0.171218,0.090700,0.091674,-0.287555,-0.091060,-0.755684,0.154500,0.039304,-0.066937,0.028688,0.210774,-0.078103,-0.117336,-0.413652,0.007791
2,90,1.566000,-0.135362,0.866194,0.272400,-0.067367,0.852291,0.198489,0.002098,0.833774,0.131148,0.063009,0.785121,0.072934,0.051946,0.787464,-0.055142,-0.008212,0.915321,-0.033479,-0.050146,0.764867,-0.102958,-0.084257,-0.865505,0.074989,0.734393,-0.397174,-0.286208,-0.075394,-0.329857,0.071041,0.087363,-0.180838,-0.828788,0.109430,0.281566,-0.041107,0.082596,-0.207915,-0.064362,-0.121479,-0.531413,-0.036151
2,91,1.609000,0.029797,1.005701,0.270748,0.049216,0.953454,0.185996,0.070796,0.904671,0.103058,0.094383,0.833960,0.041158,0.029012,0.792062,-0.070910,-0.005321,0.920001,-0.045502,-0.083097,0.762957,-0.089316,-0.231781,-0.678550,0.201057,0.650675,-0.635665,-0.329030,-0.203698,-0.063241,0.071811,-0.186018,-0.174984,-0.793215,0.150886,0.109031,-0.072304,0.023788,0.063425,-0.104080,-0.125089,-0.434560,0.001814
2,92,1.433000,-0.085223,0.875707,0.309705,-0.036479,0.858219,0.222517,0.014201,0.838782,0.141054,0.060440,0.787857,0.072955,0.040253,0.788577,-0.056552,-0.006614,0.913253,-0.037350,-0.063079,0.763410,-0.103583,-0.102718,-0.805914,0.055319,0.667363,-0.496669,-0.339973,-0.051096,-0.233426,0.035736,0.041581,-0.153677,-0.853041,0.140534,0.288488,-0.032063,0.096951,-0.098765,-0.078475,-0.136564,-0.526755,-0.019651
2,93,1.566000,0.037956,0.782705,0.337174,0.058246,0.785253,0.237803,0.082623,0.784806,0.145273,0.102957,0.749412,0.058867,0.042583,0.783522,-0.056652,-0.005322,0.903841,-0.014218,-0.072956,0.762302,-0.084128,-0.033397,-0.710038,-0.017563,0.562597,-0.507510,-0.489451,0.061811,-0.083959,0.007750,-0.061227,0.014020,-0.876061,0.124713,0.175004,-0.027194,0.154804,0.052076,-0.045923,-0.124290,-0.453523,-0.013876
2,94,1.543000,-0.064157,0.785699,0.323569,-0.020192,0.785815,0.231625,0.025200,0.784929,0.147218,0.064500,0.749119,0.066912,0.035575,0.785696,-0.055058,-0.015592,0.905124,-0.025164,-0.072384,0.764010,-0.095647,-0.037351,-0.791764,-0.030957,0.618351,-0.473110,-0.400734,0.063132,-0.203271,0.004108,0.049185,-0.042429,-0.871283,0.119918,0.285232,-0.029136,0.162596,-0.052746,-0.055066,-0.116157,-0.493071,-0.022802
2,95,1.334000,-0.137228,0.874070,0.267951,-0.070746,0.859189,0.192732,-0.000108,0.833611,0.130171,0.059381,0.779529,0.076961,0.039294,0.788895,-0.049975,-0.013980,0.908249,-0.023378,-0.064130,0.764228,-0.092486,-0.105197,-0.863092,0.019939,0.701026,-0.432672,-0.272555,-0.093743,-0.377014,0.012193,0.052645,-0.143749,-0.854442,0.110671,0.262499,-0.034485,0.144354,-0.149748,-0.074146,-0.116549,-0.511562,-0.027800
2,96,1.421000,-0.087331,0.881014,0.289752,-0.033898,0.862712,0.204829,0.024468,0.834600,0.132007,0.070251,0.778156,0.068101,0.042706,0.788857,-0.060254,-0.014693,0.913948,-0.036721,-0.063966,0.764844,-0.100681,-0.096867,-0.820937,0.056801,0.678475,-0.490966,-0.318489,-0.095159,-0.277051,0.001883,0.015808,-0.123500,-0.870126,0.094979,0.244042,-0.034082,0.100318,-0.128604,-0.037848,-0.123493,-0.501217,-0.026867
2,97,1.166000,0.034907,0.854306,0.306940,0.054852,0.840407,0.207985,0.088304,0.816865,0.120846,0.111894,0.764752,0.043547,0.048647,0.785073,-0.074528,0.000097,0.909420,-0.038689,-0.065946,0.763331,-0.099768,-0.115299,-0.707715,-0.003802,0.580197,-0.570660,-0.421516,-0.058219,-0.138919,-0.019222,-0.099219,-0.025169,-0.876298,0.113104,0.160783,-0.032407,0.122473,0.028566,-0.057496,-0.115617,-0.443742,-0.013382
2,98,1.155000,0.212825,0.672885,0.276999,0.186239,0.701317,0.183501,0.167012,0.725867,0.094185,0.146681,0.712376,0.005425,0.045851,0.780039,-0.074942,0.009924,0.902944,-0.028651,-0.077165,0.761344,-0.085252,0.009056,-0.506235,-0.145814,0.337933,-0.563011,-0.646590,0.192739,0.144839,-0.066801,-0.202293,0.192073,-0.860628,0.140201,0.047192,-0.022661,0.151422,0.226409,-0.080513,-0.108398,-0.400926,0.000816
2,99,1.433000,0.043187,1.044749,0.247211,0.064735,0.982234,0.170664,0.093595,0.921214,0.098331,0.117135,0.842463,0.047491,0.050490,0.791500,-0.060260,0.007347,0.926299,-0.042337,-0.061705,0.764287,-0.080613,-0.290133,-0.673826,0.223886,0.675754,-0.648888,-0.266135,-0.279876,-0.103153,0.049839,-0.200842,-0.212114,-0.815027,0.168941,0.098704,-0.063635,-0.029486,0.018899,-0.057888,-0.126998,-0.442032,-0.005511
2,100,1.221000,0.166638,0.738924,0.321508,0.153794,0.749584,0.221376,0.157646,0.750076,0.127436,0.151648,0.718450,0.038858,0.055935,0.780219,-0.049601,0.014593,0.903518,-0.006706,-0.066326,0.761038,-0.066489,-0.061733,-0.576346,-0.097999,0.417292,-0.589010,-0.567346,0.065329,0.016537,-0.073950,-0.205204,0.158844,-0.876478,0.140560,0.077241,-0.024136,0.150776,0.176790,-0.069585,-0.108715,-0.420927,-0.002233
2,101,1.266000,0.168628,0.883164,0.311595,0.155357,0.865215,0.212543,0.148010,0.843146,0.117823,0.145547,0.788652,0.039661,0.049288,0.785531,-0.068347,0.011192,0.914737,-0.038251,-0.068126,0.760584,-0.088742,-0.116538,-0.581354,0.049802,0.505055,-0.632873,-0.511450,-0.053378,0.073946,0.032461,-0.234389,-0.013884,-0.837773,0.142072,0.091745,-0.037991,0.060903,0.184996,-0.061817,-0.111914,-0.443066,0.007588
2,102,1.187000,0.037713,0.781174,0.336197,0.058014,0.784228,0.236339,0.087309,0.782207,0.146090,0.110660,0.744755,0.061477,0.056068,0.783741,-0.058612,0.001664,0.909901,-0.029115,-0.057213,0.763035,-0.091677,-0.046368,-0.707297,-0.055958,0.547629,-0.530191,-0.469990,0.057831,-0.114272,-0.015066,-0.049636,0.016420,-0.891247,0.120622,0.203960,-0.026110,0.119000,0.017833,-0.021124,-0.124629,-0.470838,-0.014832
2,103,1.265000,0.049090,1.000454,0.281146,0.069952,0.950689,0.195175,0.095604,0.899582,0.114388,0.117283,0.825824,0.055892,0.055109,0.789742,-0.060838,0.009181,0.922626,-0.042957,-0.056213,0.762671,-0.085199,-0.233361,-0.690081,0.165383,0.654164,-0.630804,-0.316408,-0.215050,-0.091698,0.040517,-0.166240,-0.180494,-0.840518,0.160546,0.128863,-0.052694,-0.000013,0.022134,-0.047582,-0.125786,-0.452818,-0.000244
2,104,1.464000,-0.093130,0.741663,0.315903,-0.042110,0.759097,0.229341,0.008910,0.770464,0.148144,0.057658,0.741814,0.071382,0.046919,0.788147,-0.051050,-0.014484,0.904541,-0.028971,-0.056856,0.763513,-0.100373,0.039076,-0.814038,-0.066585,0.608943,-0.395510,-0.430801,0.116065,-0.240742,0.030722,0.123517,-0.040428,-0.884924,0.102955,0.329812,-0.045722,0.175683,-0.119151,-0.012938,-0.128072,-0.528895,-0.024031
2,105,1.787000,-0.072701,0.995115,0.240546,-0.022532,0.943425,0.169243,0.030686,0.894462,0.102337,0.072934,0.821931,0.053380,0.039971,0.790065,-0.071687,-0.005552,0.916498,-0.058796,-0.066046,0.762526,-0.110629,-0.259139,-0.792285,0.148990,0.718311,-0.562924,-0.189001,-0.226872,-0.247939,0.045707,-0.051131,-0.227092,-0.855658,0.185230,0.205753,-0.054392,0.059340,-0.084131,-0.079519,-0.157167,-0.516782,0.000451
2,106,1.597000,0.030908,0.879166,0.312676,0.051226,0.861057,0.215223,0.073555,0.840946,0.121755,0.095755,0.785641,0.045585,0.037803,0.785956,-0.072174,-0.006519,0.910217,-0.042146,-0.078302,0.762132,-0.091910,-0.138319,-0.707788,0.026029,0.578949,-0.567242,-0.424797,-0.053732,-0.079739,0.032763,-0.102935,-0.077260,-0.878694,0.153604,0.133812,-0.058829,0.098994,0.055974,-0.065777,-0.142493,-0.437471,0.005780
2,107,1.820000,0.033354,0.888058,0.319599,0.053619,0.867412,0.223271,0.076842,0.844959,0.129556,0.098666,0.787348,0.054261,0.040513,0.786161,-0.066388,-0.006719,0.910836,-0.032135,-0.072321,0.761082,-0.086942,-0.137483,-0.706202,0.063372,0.601837,-0.552189,-0.434561,-0.065469,-0.079009,0.037669,-0.105646,-0.082404,-0.871822,0.128266,0.140908,-0.052962,0.096840,0.048930,-0.048365,-0.121980,-0.424969,-0.001111
2,108,1.688000,0.154720,0.999492,0.269440,0.143210,0.947760,0.182992,0.135826,0.901561,0.096311,0.135899,0.829309,0.032409,0.041363,0.789141,-0.067632,0.006453,0.918223,-0.040426,-0.074755,0.760279,-0.079469,-0.216544,-0.551650,0.204635,0.587445,-0.674037,-0.419592,-0.167072,0.107264,0.130576,-0.287444,-0.113748,-0.810642,0.165372,0.060689,-0.067084,0.017366,0.194687,-0.060791,-0.121823,-0.419293,0.018707
2,109,1.577000,0.042252,1.036422,0.248253,0.061245,0.973093,0.171286,0.086350,0.918332,0.093955,0.111341,0.840579,0.040098,0.049512,0.791271,-0.069745,0.007519,0.917426,-0.043273,-0.060420,0.761759,-0.089729,-0.282418,-0.665211,0.232487,0.672237,-0.655974,-0.276822,-0.242229,-0.079190,0.086403,-0.174282,-0.213024,-0.837383,0.166770,0.099588,-0.061065,0.041183,0.028823,-0.065356,-0.127208,-0.431844,0.006122
2,110,1.610000,-0.102038,1.022456,0.220195,-0.044456,0.965686,0.158739,0.016453,0.911798,0.102913,0.064617,0.835687,0.064516,0.047091,0.793122,-0.057817,-0.000636,0.917236,-0.035378,-0.055337,0.765231,-0.099699,-0.306409,-0.819179,0.129792,0.717850,-0.561453,-0.124357,-0.265100,-0.316472,0.036137,-0.003553,-0.272839,-0.860564,0.159654,0.227653,-0.063193,0.074066,-0.197304,-0.120772,-0.133936,-0.538153,-0.024936
2,111,1.509000,0.028013,0.783276,0.330250,0.046339,0.787410,0.230226,0.070240,0.787071,0.136667,0.090012,0.748232,0.051055,0.036921,0.785026,-0.063212,-0.012814,0.907434,-0.029475,-0.080350,0.764205,-0.090189,-0.041226,-0.701884,-0.044386,0.534679,-0.526846,-0.489221,0.064435,-0.093611,-0.006610,-0.058470,0.021600,-0.910169,0.118141,0.176204,-0.048795,0.130176,0.037287,-0.052235,-0.121392,-0.462538,-0.018194
2,112,1.710000,0.042536,0.858464,0.327453,0.060754,0.843732,0.228712,0.082310,0.828764,0.134520,0.102355,0.776882,0.055329,0.050896,0.785698,-0.065103,0.007178,0.910130,-0.032388,-0.062636,0.763112,-0.090882,-0.100047,-0.703409,0.035534,0.573859,-0.569845,-0.442797,-0.016285,-0.075420,0.029765,-0.072081,-0.063180,-0.899586,0.126662,0.156958,-0.045494,0.110564,0.046107,-0.066699,-0.123364,-0.450834,-0.010543
2,113,1.267000,0.036363,0.653962,0.318550,0.055537,0.691711,0.225913,0.077924,0.721190,0.137446,0.098559,0.708590,0.047064,0.052207,0.780536,-0.054667,-0.001033,0.898030,-0.013847,-0.064417,0.763037,-0.084608,0.107223,-0.698528,-0.130450,0.473353,-0.414226,-0.585550,0.219761,-0.082402,0.001290,0.006103,0.122158,-0.915108,0.135018,0.200410,-0.027114,0.198740,0.035129,-0.044434,-0.116123,-0.460635,-0.019202
2,114,1.755000,0.140744,0.889284,0.323348,0.134279,0.866175,0.224149,0.130278,0.844524,0.128887,0.131760,0.787493,0.052065,0.049730,0.785288,-0.060324,0.009877,0.909352,-0.025501,-0.068838,0.761496,-0.079052,-0.111284,-0.609362,0.086614,0.534854,-0.628838,-0.494553,-0.041795,0.052227,0.046141,-0.196964,-0.041232,-0.876217,0.138985,0.089657,-0.046284,0.104144,0.145712,-0.071980,-0.117008,-0.440473,0.000386
2,115,1.833000,-0.047150,0.888957,0.310581,-0.004721,0.868410,0.220747,0.043321,0.843425,0.138910,0.081903,0.784561,0.071740,0.050937,0.788190,-0.057355,0.001621,0.908860,-0.028562,-0.057800,0.761013,-0.091870,-0.112034,-0.784312,0.069969,0.659797,-0.518129,-0.357851,-0.083795,-0.216027,0.034419,-0.009175,-0.107372,-0.907471,0.103655,0.213705,-0.064100,0.118875,-0.044615,-0.085118,-0.121332,-0.492637,-0.003894
2,116,1.433000,-0.131569,0.861928,0.270941,-0.064377,0.850061,0.196022,0.003230,0.831793,0.127401,0.059054,0.777202,0.068569,0.042582,0.790448,-0.055655,0.002449,0.905243,-0.027690,-0.060432,0.762572,-0.097028,-0.091302,-0.867779,0.023382,0.691723,-0.418439,-0.293544,-0.072549,-0.327995,0.060153,0.067897,-0.123373,-0.896700,0.107532,0.264674,-0.054356,0.153306,-0.074521,-0.120449,-0.121715,-0.508082,-0.016020
2,117,1.588000,0.038502,0.888831,0.327768,0.057802,0.867738,0.230009,0.079904,0.845425,0.137093,0.101420,0.787066,0.062448,0.047404,0.789003,-0.057862,0.001916,0.911378,-0.029275,-0.070739,0.766697,-0.079008,-0.120471,-0.706937,0.060594,0.588640,-0.580891,-0.426651,-0.059409,-0.080724,0.037851,-0.101767,-0.080296,-0.893987,0.115297,0.124146,-0.073092,0.102800,0.059764,-0.070330,-0.124744,-0.461808,-0.012973
