time,indexfinger.X,indexfinger.Y,indexfinger.Z,hand.X,hand.Y,hand.Z,forearm.X,forearm.Y,forearm.Z,upperarm.X,upperarm.Y,upperarm.Z,rightShoulder.X,rightShoulder.Y,rightShoulder.Z,hmd.X,hmd.Y,hmd.Z,leftShoulder.X,leftShoulder.Y,leftShoulder.Z,indexfingerO.X,indexfingerO.Y,indexfingerO.Z,handO.X,handO.Y,handO.Z,forearmO.X,forearmO.Y,forearmO.Z,upperarmO.X,upperarmO.Y,upperarmO.Z,rightShoulderO.X,rightShoulderO.Y,rightShoulderO.Z,hmdO.X,hmdO.Y,hmdO.Z,leftShoulderO.X,leftShoulderO.Y,leftShoulderO.Z
0.0,-0.073799,1.12824,-0.1269662,0.0946054,1.1243,-0.2034059,0.2238819,1.118485,-0.283097,0.2878737,1.205091,-0.3814481,0.1382987,1.322829,-0.3327936,0.0285223,1.602058,-0.2608287,-0.1193327,1.334054,-0.3166427,0.3077677,0.1539924,0.9320422,-0.0269298,-0.2081378,-0.0960204,0.3708993,-0.2968063,-0.5941327,0.4858728,0.3816783,-0.2816814,0.0232528,-0.4212287,0.0217543,0.0207369,-0.1590028,-0.0226187,-0.0847086,-0.3174002,-0.0955742
0.0222,-0.0746597,1.128056,-0.1279799,0.0944768,1.124032,-0.203236,0.2236557,1.118011,-0.283081,0.2876201,1.204449,-0.3815372,0.1384353,1.322495,-0.3325561,0.0279967,1.602529,-0.261056,-0.1197303,1.334048,-0.3167296,0.295303,0.1610424,0.9330186,-0.0286741,-0.2046246,-0.0950184,0.3641103,-0.2985982,-0.5934539,0.484805,0.383021,-0.284076,0.0256211,-0.4185105,0.022596,0.0240895,-0.1585476,-0.0223971,-0.0841912,-0.3123175,-0.0966267
0.045,-0.0748386,1.128271,-0.1279317,0.0943834,1.123947,-0.203125,0.2235995,1.117788,-0.283257,0.2874462,1.203795,-0.3814401,0.1385845,1.322067,-0.3325676,0.0278038,1.603073,-0.2611735,-0.1193755,1.333847,-0.3169042,0.2959689,0.1619844,0.9327818,-0.0286151,-0.2039466,-0.0948112,0.3710858,-0.2984886,-0.5931458,0.480847,0.3836191,-0.2839129,0.0260494,-0.4166747,0.0231584,0.0259024,-0.1574034,-0.0228555,-0.0834336,-0.3147038,-0.0968114
0.0672,-0.0750711,1.128835,-0.1279645,0.0943046,1.124028,-0.2028627,0.2236713,1.117785,-0.2827973,0.2878481,1.203733,-0.3807282,0.1386971,1.322133,-0.3324104,0.0274176,1.603996,-0.2613901,-0.119073,1.333748,-0.3171482,0.3050757,0.1589719,0.9326708,-0.0274155,-0.2035439,-0.0957068,0.3711393,-0.2998718,-0.5929179,0.4823467,0.3830945,-0.2841604,0.0255277,-0.4179451,0.0225059,0.0270462,-0.1554805,-0.0233953,-0.0825274,-0.3156484,-0.0977206
0.0905,-0.0754115,1.129161,-0.1279783,0.0941915,1.12374,-0.2024159,0.2239939,1.118226,-0.2818063,0.2883926,1.203711,-0.3802558,0.1389321,1.32211,-0.3321011,0.0269673,1.604079,-0.2613577,-0.118963,1.333635,-0.3171191,0.304559,0.1594798,0.9328284,-0.0260905,-0.2021025,-0.0937658,0.3748055,-0.29556,-0.5984069,0.485525,0.380554,-0.280503,0.0253123,-0.41595,0.0221746,0.0291827,-0.1538102,-0.0242991,-0.0841151,-0.3159668,-0.097854
0.1135,-0.0761894,1.12944,-0.1284825,0.0941022,1.123713,-0.2020315,0.224122,1.11776,-0.2814288,0.2890657,1.204,-0.3798336,0.1390079,1.32221,-0.331962,0.0266297,1.604256,-0.261544,-0.1188275,1.333631,-0.3173322,0.2915339,0.169053,0.9338899,-0.0261802,-0.2014628,-0.094691,0.3794018,-0.2969098,-0.595947,0.4910643,0.3755006,-0.2752357,0.0225126,-0.4128138,0.0240406,0.0303942,-0.1509317,-0.0240994,-0.0832754,-0.3148361,-0.0982683
0.1337,-0.0760359,1.128937,-0.1281499,0.0942038,1.123294,-0.2012811,0.2241923,1.117887,-0.280326,0.2893958,1.204076,-0.3787981,0.1390445,1.322298,-0.3316794,0.0260745,1.60444,-0.2616511,-0.1186714,1.333582,-0.3175704,0.2945004,0.161841,0.9347694,-0.0280367,-0.1976178,-0.0930395,0.3790312,-0.2956824,-0.5979865,0.4923213,0.3742893,-0.275543,0.0205019,-0.4110992,0.024747,0.0307137,-0.1486731,-0.0239639,-0.0828815,-0.315403,-0.0985531
0.1648,-0.0754529,1.126901,-0.1255406,0.0939222,1.122674,-0.1998002,0.223827,1.117209,-0.2792294,0.2886958,1.203367,-0.3769884,0.1398532,1.321755,-0.3298186,0.0252675,1.60406,-0.2618291,-0.1180275,1.333461,-0.3181654,0.2977428,0.1476201,0.9354591,-0.0317534,-0.1982553,-0.0937448,0.3779341,-0.2973374,-0.5964039,0.4851026,0.3802278,-0.2841287,0.0274239,-0.4080139,0.0208895,0.0326768,-0.1451254,-0.0249235,-0.0814771,-0.3214734,-0.0984441
0.1871,-0.0744962,1.125437,-0.12228,0.0941204,1.121268,-0.1972428,0.2237877,1.115867,-0.2778646,0.2881634,1.202646,-0.3755742,0.1397043,1.321833,-0.3285229,0.0239738,1.604394,-0.2623322,-0.1183441,1.33341,-0.3189896,0.3005461,0.1631545,0.9310724,-0.0309524,-0.2007358,-0.0961853,0.3796007,-0.295672,-0.5994878,0.4850115,0.3810448,-0.2867019,0.0244022,-0.4023456,0.0221992,0.032856,-0.1401864,-0.0246626,-0.0807824,-0.3220091,-0.0986698
0.2093,-0.0742188,1.122935,-0.1188598,0.0945511,1.119713,-0.1947568,0.2237866,1.114351,-0.2765858,0.2883284,1.202213,-0.3746714,0.1393024,1.321679,-0.32757,0.0229744,1.604543,-0.2626175,-0.1183743,1.333348,-0.3198026,0.3049805,0.1619272,0.9304544,-0.0266291,-0.2042951,-0.0958878,0.3802263,-0.2945905,-0.5957751,0.4893885,0.378782,-0.2848065,0.023467,-0.3983659,0.0224119,0.0359172,-0.1361946,-0.0243504,-0.0793643,-0.3257217,-0.0983679
