time,indexfinger.X,indexfinger.Y,indexfinger.Z,hand.X,hand.Y,hand.Z,forearm.X,forearm.Y,forearm.Z,upperarm.X,upperarm.Y,upperarm.Z,rightShoulder.X,rightShoulder.Y,rightShoulder.Z,hmd.X,hmd.Y,hmd.Z,leftShoulder.X,leftShoulder.Y,leftShoulder.Z,indexfingerO.X,indexfingerO.Y,indexfingerO.Z,handO.X,handO.Y,handO.Z,forearmO.X,forearmO.Y,forearmO.Z,upperarmO.X,upperarmO.Y,upperarmO.Z,rightShoulderO.X,rightShoulderO.Y,rightShoulderO.Z,hmdO.X,hmdO.Y,hmdO.Z,leftShoulderO.X,leftShoulderO.Y,leftShoulderO.Z
0.0,-0.169997,1.102465,-0.2634867,0.0339538,1.115048,-0.20449,0.1573469,1.148686,-0.2370875,0.2706238,1.270267,-0.3237808,0.1039158,1.492732,-0.3766607,0.0079767,1.707188,-0.2906843,-0.1337721,1.471732,-0.3966772,-0.1559341,0.6664468,0.7287637,-0.0484991,-0.0026593,0.2382723,-0.5186762,0.3259175,0.4801636,0.5943358,0.0868007,-0.0346371,0.3034688,0.1310833,0.0697114,0.0258471,0.0917905,-0.0456042,-0.2454744,-0.3144735,-0.1701831
0.0247,-0.1710274,1.106199,-0.2593072,0.0339359,1.115162,-0.2058317,0.1571264,1.148859,-0.2385027,0.2711319,1.270146,-0.324575,0.1038208,1.492934,-0.3764193,0.0078042,1.707758,-0.2908737,-0.1336703,1.471795,-0.3968991,-0.1317555,0.6756774,0.725148,-0.0486682,0.0011771,0.2384448,-0.5248744,0.3266657,0.4840686,0.5974646,0.086425,-0.0331513,0.3052914,0.1276531,0.0711798,0.0237066,0.0905511,-0.0467449,-0.2441368,-0.3153852,-0.1701807
0.0451,-0.1711922,1.10603,-0.2608439,0.0338568,1.115849,-0.2064306,0.1570976,1.148802,-0.2383959,0.2711316,1.270085,-0.324999,0.1042244,1.493019,-0.3765455,0.0078076,1.708002,-0.2911384,-0.1333615,1.471473,-0.3969455,-0.1372404,0.6902612,0.7102187,-0.0473689,0.0047369,0.2348774,-0.5190584,0.3265927,0.482706,0.5980139,0.0876684,-0.0353928,0.3036867,0.1304103,0.0704845,0.0227196,0.0902726,-0.0468913,-0.2441263,-0.3168876,-0.1697774
0.0664,-0.1710735,1.104762,-0.2643308,0.0333751,1.116297,-0.2066056,0.1567803,1.149278,-0.2384396,0.2713566,1.270178,-0.3252239,0.1040616,1.493285,-0.3762573,0.0077402,1.708451,-0.2913563,-0.1335875,1.471757,-0.3975099,-0.1483963,0.680068,0.7177358,-0.0505113,-0.0043196,0.2371924,-0.5173122,0.3276366,0.4838313,0.5995031,0.0853755,-0.0338724,0.3050009,0.1300279,0.0720518,0.0221562,0.0890846,-0.0458695,-0.2429639,-0.3140359,-0.1702942
0.0887,-0.1708788,1.104763,-0.2655101,0.0328724,1.116972,-0.2067095,0.1566238,1.149455,-0.2386537,0.2712372,1.270257,-0.3251687,0.1039876,1.493398,-0.3761891,0.007764,1.708767,-0.2914796,-0.133592,1.471715,-0.3977714,-0.1515383,0.6661022,0.7301028,-0.0515177,-0.007532,0.2391093,-0.5167698,0.3299356,0.4822786,0.5999745,0.0861066,-0.0335207,0.3043233,0.129976,0.0710942,0.0228847,0.0883909,-0.0454908,-0.2432531,-0.3138719,-0.1707692
0.1129,-0.1709876,1.104405,-0.2672179,0.0325353,1.117137,-0.2070777,0.1564773,1.149497,-0.2388455,0.271176,1.270117,-0.3249754,0.1038672,1.493421,-0.3761883,0.0075171,1.708759,-0.2915872,-0.1336567,1.471627,-0.3981734,-0.1578543,0.6699728,0.725139,-0.0535445,-0.0072616,0.2395114,-0.5182962,0.3302129,0.4802769,0.6001152,0.0859966,-0.033088,0.304711,0.1305286,0.0713962,0.0228664,0.0886428,-0.0451687,-0.2427266,-0.3142436,-0.1711897
0.1439,-0.1714745,1.104501,-0.2674261,0.0324579,1.116869,-0.2072859,0.1560478,1.14939,-0.2385525,0.2708935,1.270269,-0.3242857,0.1036042,1.4932,-0.3758249,0.0071394,1.70858,-0.2915858,-0.1335341,1.471245,-0.3984312,-0.1539256,0.680898,0.7157121,-0.0536386,-0.0071666,0.2388177,-0.5187959,0.3306459,0.4807339,0.5992675,0.0835647,-0.0306952,0.3058586,0.1319398,0.0705494,0.0224331,0.0882218,-0.045173,-0.2418581,-0.3162369,-0.1700922
0.1662,-0.171413,1.104098,-0.2676224,0.0326735,1.116034,-0.2071685,0.1561101,1.149087,-0.2383451,0.2704448,1.27015,-0.3237232,0.1033699,1.493098,-0.3757575,0.0068498,1.708629,-0.2915986,-0.1337531,1.470982,-0.3988293,-0.1551159,0.6760585,0.7198549,-0.0507495,-0.0072443,0.2392906,-0.5206677,0.3288751,0.4814357,0.5990072,0.085122,-0.0309791,0.3033305,0.1337884,0.07124,0.0225326,0.087172,-0.0454681,-0.24027,-0.318755,-0.1704959
0.1885,-0.1711898,1.104125,-0.2673829,0.0327221,1.115626,-0.2070763,0.1560959,1.148695,-0.2381913,0.2705101,1.270164,-0.3232505,0.1031348,1.493075,-0.3755286,0.006348,1.708447,-0.2914267,-0.1340021,1.470912,-0.3992413,-0.1533972,0.6718301,0.7241436,-0.0466092,-0.0076903,0.2386451,-0.5233242,0.3282637,0.4804046,0.5993953,0.0838951,-0.0288063,0.3039546,0.1350362,0.0728782,0.021284,0.0867741,-0.045868,-0.2391454,-0.3186889,-0.1717339
0.2108,-0.1711204,1.103745,-0.267586,0.0326527,1.11517,-0.206733,0.1559516,1.148283,-0.2374723,0.2702639,1.269996,-0.3226618,0.1029212,1.492924,-0.375532,0.0057985,1.708138,-0.2912766,-0.1340027,1.470829,-0.3996865,-0.1527811,0.6688674,0.7269043,-0.04364,-0.0115584,0.2403068,-0.5202531,0.329445,0.4809031,0.5989031,0.0844343,-0.0296697,0.3014628,0.1377197,0.0733562,0.0198523,0.0862758,-0.0466926,-0.2381645,-0.3209874,-0.1722444
